Country,Region,Urban,Origin,Year1,Year2,Age,AgeInt,AgeDef,Vitality,   ASFR,   CPFR,Collection,SourceType,   RefCode,Note,Split
    USA,     .,    .,     ., 1917, 1917, 14,   -99,   ACY,       1,0.00199,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1917, 1917, 15,     1,   ACY,       1,0.01301,0.00199,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1917, 1917, 16,     1,   ACY,       1,0.02700,0.01500,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 17,     1,   ACY,       1,0.05420,0.04200,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 18,     1,   ACY,       1,0.08620,0.09620,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 19,     1,   ACY,       1,0.12260,0.18240,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 20,     1,   ACY,       1,0.14850,0.30500,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 21,     1,   ACY,       1,0.16730,0.45350,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 22,     1,   ACY,       1,0.17530,0.62080,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 23,     1,   ACY,       1,0.18550,0.79610,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 24,     1,   ACY,       1,0.18320,0.98160,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 25,     1,   ACY,       1,0.18080,1.16480,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 26,     1,   ACY,       1,0.17110,1.34560,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 27,     1,   ACY,       1,0.17460,1.51670,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 28,     1,   ACY,       1,0.17070,1.69130,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 29,     1,   ACY,       1,0.16620,1.86200,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 30,     1,   ACY,       1,0.14490,2.02820,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 31,     1,   ACY,       1,0.13450,2.17310,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 32,     1,   ACY,       1,0.12230,2.30760,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 33,     1,   ACY,       1,0.12100,2.42990,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 34,     1,   ACY,       1,0.11470,2.55090,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 35,     1,   ACY,       1,0.10960,2.66560,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 36,     1,   ACY,       1,0.10130,2.77520,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 37,     1,   ACY,       1,0.09530,2.87650,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 38,     1,   ACY,       1,0.08430,2.97180,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 39,     1,   ACY,       1,0.07510,3.05610,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 40,     1,   ACY,       1,0.05580,3.13120,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 41,     1,   ACY,       1,0.04420,3.18700,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 42,     1,   ACY,       1,0.03220,3.23120,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 43,     1,   ACY,       1,0.02540,3.26340,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 44,     1,   ACY,       1,0.01780,3.28880,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 45,     1,   ACY,       1,0.01170,3.30660,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 46,     1,   ACY,       1,0.00750,3.31830,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 47,     1,   ACY,       1,0.00410,3.32580,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 48,     1,   ACY,       1,0.00230,3.32990,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 49,     1,   ACY,       1,0.00081,3.33220,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1917, 1917, 50,    99,   ACY,       1,0.00028,3.33301,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1918, 1918, 14,   -99,   ACY,       1,0.00201,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1918, 1918, 15,     1,   ACY,       1,0.01299,0.00201,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1918, 1918, 16,     1,   ACY,       1,0.02650,0.01500,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 17,     1,   ACY,       1,0.05240,0.04150,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 18,     1,   ACY,       1,0.08400,0.09390,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 19,     1,   ACY,       1,0.12110,0.17790,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 20,     1,   ACY,       1,0.14820,0.29900,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 21,     1,   ACY,       1,0.16710,0.44720,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 22,     1,   ACY,       1,0.17450,0.61430,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 23,     1,   ACY,       1,0.18420,0.78880,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 24,     1,   ACY,       1,0.18160,0.97300,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 25,     1,   ACY,       1,0.17870,1.15460,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 26,     1,   ACY,       1,0.17020,1.33330,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 27,     1,   ACY,       1,0.17360,1.50350,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 28,     1,   ACY,       1,0.16890,1.67710,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 29,     1,   ACY,       1,0.16410,1.84600,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 30,     1,   ACY,       1,0.14410,2.01010,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 31,     1,   ACY,       1,0.13460,2.15420,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 32,     1,   ACY,       1,0.12190,2.28880,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 33,     1,   ACY,       1,0.11970,2.41070,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 34,     1,   ACY,       1,0.11310,2.53040,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 35,     1,   ACY,       1,0.10820,2.64350,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 36,     1,   ACY,       1,0.10010,2.75170,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 37,     1,   ACY,       1,0.09420,2.85180,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 38,     1,   ACY,       1,0.08360,2.94600,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 39,     1,   ACY,       1,0.07520,3.02960,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 40,     1,   ACY,       1,0.05600,3.10480,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 41,     1,   ACY,       1,0.04460,3.16080,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 42,     1,   ACY,       1,0.03210,3.20540,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 43,     1,   ACY,       1,0.02510,3.23750,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 44,     1,   ACY,       1,0.01840,3.26260,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 45,     1,   ACY,       1,0.01280,3.28100,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 46,     1,   ACY,       1,0.00910,3.29380,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 47,     1,   ACY,       1,0.00510,3.30290,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 48,     1,   ACY,       1,0.00280,3.30800,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 49,     1,   ACY,       1,0.00103,3.31080,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1918, 1918, 50,    99,   ACY,       1,0.00036,3.31183,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1919, 1919, 14,   -99,   ACY,       1,0.00168,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1919, 1919, 15,     1,   ACY,       1,0.01111,0.00168,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1919, 1919, 16,     1,   ACY,       1,0.02360,0.01279,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 17,     1,   ACY,       1,0.04670,0.03639,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 18,     1,   ACY,       1,0.07370,0.08309,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 19,     1,   ACY,       1,0.10520,0.15679,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 20,     1,   ACY,       1,0.12810,0.26199,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 21,     1,   ACY,       1,0.14540,0.39009,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 22,     1,   ACY,       1,0.15300,0.53549,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 23,     1,   ACY,       1,0.16330,0.68849,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 24,     1,   ACY,       1,0.16390,0.85179,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 25,     1,   ACY,       1,0.16320,1.01569,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 26,     1,   ACY,       1,0.15680,1.17889,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 27,     1,   ACY,       1,0.16090,1.33569,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 28,     1,   ACY,       1,0.15790,1.49659,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 29,     1,   ACY,       1,0.15520,1.65449,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 30,     1,   ACY,       1,0.13680,1.80969,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 31,     1,   ACY,       1,0.12910,1.94649,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 32,     1,   ACY,       1,0.11730,2.07559,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 33,     1,   ACY,       1,0.11510,2.19289,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 34,     1,   ACY,       1,0.10920,2.30799,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 35,     1,   ACY,       1,0.10550,2.41719,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 36,     1,   ACY,       1,0.09860,2.52269,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 37,     1,   ACY,       1,0.09320,2.62129,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 38,     1,   ACY,       1,0.08290,2.71449,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 39,     1,   ACY,       1,0.07430,2.79739,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 40,     1,   ACY,       1,0.05490,2.87169,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 41,     1,   ACY,       1,0.04320,2.92659,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 42,     1,   ACY,       1,0.03100,2.96979,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 43,     1,   ACY,       1,0.02440,3.00079,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 44,     1,   ACY,       1,0.01690,3.02519,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 45,     1,   ACY,       1,0.01120,3.04209,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 46,     1,   ACY,       1,0.00730,3.05329,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 47,     1,   ACY,       1,0.00390,3.06059,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 48,     1,   ACY,       1,0.00210,3.06449,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 49,     1,   ACY,       1,0.00080,3.06659,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1919, 1919, 50,    99,   ACY,       1,0.00030,3.06739,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1920, 1920, 14,   -99,   ACY,       1,0.00203,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1920, 1920, 15,     1,   ACY,       1,0.01357,0.00203,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1920, 1920, 16,     1,   ACY,       1,0.02900,0.01560,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 17,     1,   ACY,       1,0.05780,0.04460,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 18,     1,   ACY,       1,0.09050,0.10240,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 19,     1,   ACY,       1,0.12380,0.19290,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 20,     1,   ACY,       1,0.14820,0.31670,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 21,     1,   ACY,       1,0.16480,0.46490,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 22,     1,   ACY,       1,0.17220,0.62970,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 23,     1,   ACY,       1,0.17940,0.80190,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 24,     1,   ACY,       1,0.17820,0.98130,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 25,     1,   ACY,       1,0.17570,1.15950,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 26,     1,   ACY,       1,0.16710,1.33520,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 27,     1,   ACY,       1,0.16860,1.50230,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 28,     1,   ACY,       1,0.16430,1.67090,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 29,     1,   ACY,       1,0.16030,1.83520,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 30,     1,   ACY,       1,0.14000,1.99550,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 31,     1,   ACY,       1,0.13050,2.13550,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 32,     1,   ACY,       1,0.11820,2.26600,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 33,     1,   ACY,       1,0.11590,2.38420,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 34,     1,   ACY,       1,0.10960,2.50010,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 35,     1,   ACY,       1,0.10520,2.60970,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 36,     1,   ACY,       1,0.09820,2.71490,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 37,     1,   ACY,       1,0.09260,2.81310,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 38,     1,   ACY,       1,0.08250,2.90570,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 39,     1,   ACY,       1,0.07440,2.98820,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 40,     1,   ACY,       1,0.05550,3.06260,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 41,     1,   ACY,       1,0.04410,3.11810,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 42,     1,   ACY,       1,0.03130,3.16220,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 43,     1,   ACY,       1,0.02460,3.19350,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 44,     1,   ACY,       1,0.01730,3.21810,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 45,     1,   ACY,       1,0.01190,3.23540,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 46,     1,   ACY,       1,0.00790,3.24730,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 47,     1,   ACY,       1,0.00440,3.25520,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 48,     1,   ACY,       1,0.00240,3.25960,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1920, 1920, 49,     1,   ACY,       1,0.00094,3.26200,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1920, 1920, 50,    99,   ACY,       1,0.00035,3.26294,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1921, 1921, 14,   -99,   ACY,       1,0.00214,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1921, 1921, 15,     1,   ACY,       1,0.01436,0.00214,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1921, 1921, 16,     1,   ACY,       1,0.03050,0.01650,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 17,     1,   ACY,       1,0.06180,0.04700,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 18,     1,   ACY,       1,0.09870,0.10880,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 19,     1,   ACY,       1,0.13190,0.20750,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 20,     1,   ACY,       1,0.15190,0.33940,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 21,     1,   ACY,       1,0.16540,0.49130,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 22,     1,   ACY,       1,0.17320,0.65670,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 23,     1,   ACY,       1,0.18340,0.82990,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 24,     1,   ACY,       1,0.18170,1.01330,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 25,     1,   ACY,       1,0.17950,1.19500,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 26,     1,   ACY,       1,0.17070,1.37450,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 27,     1,   ACY,       1,0.17140,1.54520,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 28,     1,   ACY,       1,0.16550,1.71660,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 29,     1,   ACY,       1,0.16200,1.88210,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 30,     1,   ACY,       1,0.14260,2.04410,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 31,     1,   ACY,       1,0.13340,2.18670,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 32,     1,   ACY,       1,0.12070,2.32010,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 33,     1,   ACY,       1,0.11850,2.44080,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 34,     1,   ACY,       1,0.11210,2.55930,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 35,     1,   ACY,       1,0.10690,2.67140,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 36,     1,   ACY,       1,0.09870,2.77830,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 37,     1,   ACY,       1,0.09270,2.87700,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 38,     1,   ACY,       1,0.08260,2.96970,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 39,     1,   ACY,       1,0.07460,3.05230,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 40,     1,   ACY,       1,0.05590,3.12690,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 41,     1,   ACY,       1,0.04430,3.18280,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 42,     1,   ACY,       1,0.03190,3.22710,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 43,     1,   ACY,       1,0.02510,3.25900,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 44,     1,   ACY,       1,0.01700,3.28410,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 45,     1,   ACY,       1,0.01110,3.30110,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 46,     1,   ACY,       1,0.00710,3.31220,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 47,     1,   ACY,       1,0.00390,3.31930,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 48,     1,   ACY,       1,0.00200,3.32320,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1921, 1921, 49,     1,   ACY,       1,0.00073,3.32520,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1921, 1921, 50,    99,   ACY,       1,0.00026,3.32593,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1922, 1922, 14,   -99,   ACY,       1,0.00190,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1922, 1922, 15,     1,   ACY,       1,0.01270,0.00190,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1922, 1922, 16,     1,   ACY,       1,0.02720,0.01460,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 17,     1,   ACY,       1,0.05560,0.04180,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 18,     1,   ACY,       1,0.09060,0.09740,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 19,     1,   ACY,       1,0.12290,0.18800,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 20,     1,   ACY,       1,0.14310,0.31090,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 21,     1,   ACY,       1,0.15330,0.45400,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 22,     1,   ACY,       1,0.16170,0.60730,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 23,     1,   ACY,       1,0.17170,0.76900,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 24,     1,   ACY,       1,0.17320,0.94070,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 25,     1,   ACY,       1,0.16970,1.11390,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 26,     1,   ACY,       1,0.16070,1.28360,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 27,     1,   ACY,       1,0.16040,1.44430,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 28,     1,   ACY,       1,0.15370,1.60470,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 29,     1,   ACY,       1,0.15040,1.75840,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 30,     1,   ACY,       1,0.13320,1.90880,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 31,     1,   ACY,       1,0.12640,2.04200,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 32,     1,   ACY,       1,0.11420,2.16840,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 33,     1,   ACY,       1,0.11160,2.28260,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 34,     1,   ACY,       1,0.10530,2.39420,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1922, 1922, 35,     1,   ACY,       1,0.10030,2.49950,       ODE,  estimate,    USA_01,   .,    0
