Country,Region,Urban,Origin,Year1,Year2,Age,AgeInt,AgeDef,Vitality,   ASFR,  ASFR1,  ASFR2,  ASFR3, ASFR3P,  ASFR4, ASFR4P, ASFR5P,   CPFR,  CPFR1,  CPFR2,  CPFR3, CPFR3P,  CPFR4, CPFR4P, CPFR5P,Collection,SourceType,   RefCode,Note,Split
    USA,     .,    .,     ., 1993, 1993, 44,     1,   ACY,       1,0.00149,0.00026,0.00030,0.00027,0.00094,0.00021,0.00067,0.00046,2.01501,0.85032,0.64486,0.31562,0.51986,0.12230,0.20424,0.08194,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1993, 1993, 45,     1,   ACY,       1,0.00071,0.00013,0.00012,0.00013,0.00046,0.00009,0.00033,0.00024,2.01650,0.85058,0.64516,0.31589,0.52080,0.12251,0.20491,0.08240,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1993, 1993, 46,     1,   ACY,       1,0.00033,0.00006,0.00005,0.00006,0.00021,0.00004,0.00015,0.00011,2.01721,0.85071,0.64528,0.31602,0.52126,0.12260,0.20524,0.08264,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1993, 1993, 47,     1,   ACY,       1,0.00015,0.00003,0.00002,0.00002,0.00010,0.00002,0.00008,0.00006,2.01754,0.85077,0.64533,0.31608,0.52147,0.12264,0.20539,0.08275,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1993, 1993, 48,     1,   ACY,       1,0.00008,0.00002,0.00001,0.00001,0.00005,0.00001,0.00004,0.00003,2.01769,0.85080,0.64535,0.31610,0.52157,0.12266,0.20547,0.08281,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1993, 1993, 49,     1,   ACY,       1,0.00004,0.00001,0.00001,0.00000,0.00002,0.00000,0.00002,0.00002,2.01777,0.85082,0.64536,0.31611,0.52162,0.12267,0.20551,0.08284,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1993, 1993, 50,    99,   ACY,       1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.01781,0.85083,0.64537,0.31611,0.52164,0.12267,0.20553,0.08286,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 14,   -99,   ACY,       1,0.00703,0.00686,0.00016,0.00001,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 15,     1,   ACY,       1,0.01716,0.01622,0.00091,0.00004,0.00004,0.00000,0.00000,0.00000,0.00703,0.00686,0.00016,0.00001,0.00001,0.00000,0.00000,0.00000,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 16,     1,   ACY,       1,0.03643,0.03272,0.00341,0.00028,0.00029,0.00001,0.00001,0.00000,0.02419,0.02308,0.00107,0.00005,0.00005,0.00000,0.00000,0.00000,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 17,     1,   ACY,       1,0.05848,0.04879,0.00853,0.00105,0.00115,0.00009,0.00010,0.00001,0.06062,0.05580,0.00448,0.00033,0.00034,0.00001,0.00001,0.00000,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 18,     1,   ACY,       1,0.08179,0.06208,0.01631,0.00293,0.00340,0.00041,0.00047,0.00006,0.11910,0.10459,0.01301,0.00138,0.00149,0.00010,0.00011,0.00001,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 19,     1,   ACY,       1,0.09794,0.06688,0.02394,0.00582,0.00713,0.00111,0.00131,0.00020,0.20089,0.16667,0.02932,0.00431,0.00489,0.00051,0.00058,0.00007,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 20,     1,   ACY,       1,0.10558,0.06239,0.03108,0.00925,0.01212,0.00230,0.00287,0.00057,0.29883,0.23355,0.05326,0.01013,0.01202,0.00162,0.00189,0.00027,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 21,     1,   ACY,       1,0.10930,0.05599,0.03557,0.01284,0.01773,0.00374,0.00489,0.00115,0.40441,0.29594,0.08434,0.01938,0.02414,0.00392,0.00476,0.00084,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 22,     1,   ACY,       1,0.11214,0.05127,0.03872,0.01540,0.02214,0.00494,0.00674,0.00180,0.51371,0.35193,0.11991,0.03222,0.04187,0.00766,0.00965,0.00199,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 23,     1,   ACY,       1,0.11079,0.04728,0.03894,0.01672,0.02458,0.00552,0.00786,0.00234,0.62585,0.40320,0.15863,0.04762,0.06401,0.01260,0.01639,0.00379,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 24,     1,   ACY,       1,0.10846,0.04458,0.03808,0.01724,0.02580,0.00580,0.00856,0.00276,0.73664,0.45048,0.19757,0.06434,0.08859,0.01812,0.02425,0.00613,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 25,     1,   ACY,       1,0.10964,0.04385,0.03799,0.01804,0.02780,0.00645,0.00976,0.00331,0.84510,0.49506,0.23565,0.08158,0.11439,0.02392,0.03281,0.00889,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 26,     1,   ACY,       1,0.11284,0.04387,0.03901,0.01909,0.02997,0.00702,0.01088,0.00386,0.95474,0.53891,0.27364,0.09962,0.14219,0.03037,0.04257,0.01220,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 27,     1,   ACY,       1,0.11216,0.04216,0.03909,0.01950,0.03092,0.00724,0.01142,0.00418,1.06758,0.58278,0.31265,0.11871,0.17216,0.03739,0.05345,0.01606,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 28,     1,   ACY,       1,0.11401,0.04095,0.04027,0.02037,0.03279,0.00774,0.01242,0.00468,1.17974,0.62494,0.35174,0.13821,0.20308,0.04463,0.06487,0.02024,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 29,     1,   ACY,       1,0.10563,0.03543,0.03845,0.01970,0.03175,0.00747,0.01205,0.00458,1.29375,0.66589,0.39201,0.15858,0.23587,0.05237,0.07729,0.02492,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 30,     1,   ACY,       1,0.09984,0.03136,0.03664,0.01944,0.03183,0.00762,0.01239,0.00477,1.39938,0.70132,0.43046,0.17828,0.26762,0.05984,0.08934,0.02950,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 31,     1,   ACY,       1,0.09279,0.02676,0.03410,0.01929,0.03193,0.00747,0.01264,0.00517,1.49922,0.73268,0.46710,0.19772,0.29945,0.06746,0.10173,0.03427,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 32,     1,   ACY,       1,0.08087,0.02128,0.02966,0.01776,0.02993,0.00721,0.01217,0.00496,1.59201,0.75944,0.50120,0.21701,0.33138,0.07493,0.11437,0.03944,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 33,     1,   ACY,       1,0.07078,0.01735,0.02521,0.01626,0.02821,0.00687,0.01195,0.00508,1.67288,0.78072,0.53086,0.23477,0.36131,0.08214,0.12654,0.04440,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 34,     1,   ACY,       1,0.05960,0.01385,0.02040,0.01410,0.02534,0.00631,0.01124,0.00493,1.74366,0.79807,0.55607,0.25103,0.38952,0.08901,0.13849,0.04948,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 35,     1,   ACY,       1,0.04961,0.01115,0.01641,0.01180,0.02206,0.00559,0.01026,0.00467,1.80326,0.81192,0.57647,0.26513,0.41486,0.09532,0.14973,0.05441,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 36,     1,   ACY,       1,0.04100,0.00902,0.01312,0.00976,0.01886,0.00476,0.00910,0.00434,1.85287,0.82307,0.59288,0.27693,0.43692,0.10091,0.15999,0.05908,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 37,     1,   ACY,       1,0.03183,0.00677,0.01000,0.00743,0.01506,0.00388,0.00763,0.00375,1.89387,0.83209,0.60600,0.28669,0.45578,0.10567,0.16909,0.06342,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 38,     1,   ACY,       1,0.02546,0.00537,0.00771,0.00572,0.01238,0.00320,0.00666,0.00346,1.92570,0.83886,0.61600,0.29412,0.47084,0.10955,0.17672,0.06717,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 39,     1,   ACY,       1,0.01787,0.00370,0.00527,0.00393,0.00890,0.00223,0.00497,0.00274,1.95116,0.84423,0.62371,0.29984,0.48322,0.11275,0.18338,0.07063,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 40,     1,   ACY,       1,0.01261,0.00267,0.00350,0.00269,0.00643,0.00158,0.00374,0.00216,1.96903,0.84793,0.62898,0.30377,0.49212,0.11498,0.18835,0.07337,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 41,     1,   ACY,       1,0.00850,0.00175,0.00230,0.00176,0.00447,0.00108,0.00271,0.00163,1.98164,0.85060,0.63248,0.30646,0.49855,0.11656,0.19209,0.07553,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 42,     1,   ACY,       1,0.00530,0.00110,0.00137,0.00104,0.00282,0.00065,0.00178,0.00113,1.99014,0.85235,0.63478,0.30822,0.50302,0.11764,0.19480,0.07716,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 43,     1,   ACY,       1,0.00298,0.00057,0.00070,0.00055,0.00170,0.00039,0.00115,0.00076,1.99544,0.85345,0.63615,0.30926,0.50584,0.11829,0.19658,0.07829,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 44,     1,   ACY,       1,0.00163,0.00028,0.00034,0.00031,0.00101,0.00022,0.00070,0.00048,1.99842,0.85402,0.63685,0.30981,0.50754,0.11868,0.19773,0.07905,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 45,     1,   ACY,       1,0.00074,0.00014,0.00015,0.00013,0.00045,0.00009,0.00032,0.00023,2.00005,0.85430,0.63719,0.31012,0.50855,0.11890,0.19843,0.07953,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 46,     1,   ACY,       1,0.00034,0.00007,0.00007,0.00004,0.00020,0.00004,0.00016,0.00012,2.00079,0.85444,0.63734,0.31025,0.50900,0.11899,0.19875,0.07976,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 47,     1,   ACY,       1,0.00015,0.00003,0.00002,0.00002,0.00009,0.00001,0.00007,0.00006,2.00113,0.85451,0.63741,0.31029,0.50920,0.11903,0.19891,0.07988,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 48,     1,   ACY,       1,0.00009,0.00002,0.00002,0.00001,0.00005,0.00001,0.00004,0.00003,2.00128,0.85454,0.63743,0.31031,0.50929,0.11904,0.19898,0.07994,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 49,     1,   ACY,       1,0.00006,0.00001,0.00001,0.00001,0.00003,0.00000,0.00002,0.00002,2.00137,0.85456,0.63745,0.31032,0.50934,0.11905,0.19902,0.07997,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1994, 1994, 50,    99,   ACY,       1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.00143,0.85457,0.63746,0.31033,0.50937,0.11905,0.19904,0.07999,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 14,   -99,   ACY,       1,0.00654,0.00637,0.00016,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 15,     1,   ACY,       1,0.01655,0.01571,0.00081,0.00003,0.00003,0.00000,0.00000,0.00000,0.00654,0.00637,0.00016,0.00000,0.00000,0.00000,0.00000,0.00000,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 16,     1,   ACY,       1,0.03451,0.03120,0.00308,0.00021,0.00022,0.00001,0.00001,0.00000,0.02309,0.02208,0.00097,0.00003,0.00003,0.00000,0.00000,0.00000,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 17,     1,   ACY,       1,0.05671,0.04777,0.00796,0.00090,0.00098,0.00007,0.00008,0.00001,0.05760,0.05328,0.00405,0.00024,0.00025,0.00001,0.00001,0.00000,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 18,     1,   ACY,       1,0.07924,0.06112,0.01521,0.00257,0.00290,0.00029,0.00033,0.00004,0.11431,0.10105,0.01201,0.00114,0.00123,0.00008,0.00009,0.00001,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 19,     1,   ACY,       1,0.09557,0.06602,0.02326,0.00522,0.00628,0.00092,0.00106,0.00014,0.19355,0.16217,0.02722,0.00371,0.00413,0.00037,0.00042,0.00005,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 20,     1,   ACY,       1,0.10290,0.06187,0.03004,0.00863,0.01100,0.00194,0.00237,0.00043,0.28912,0.22819,0.05048,0.00893,0.01041,0.00129,0.00148,0.00019,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 21,     1,   ACY,       1,0.10713,0.05536,0.03497,0.01229,0.01681,0.00346,0.00452,0.00106,0.39202,0.29006,0.08052,0.01756,0.02141,0.00323,0.00385,0.00062,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 22,     1,   ACY,       1,0.11055,0.05094,0.03804,0.01516,0.02155,0.00474,0.00639,0.00165,0.49915,0.34542,0.11549,0.02985,0.03822,0.00669,0.00837,0.00168,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 23,     1,   ACY,       1,0.10943,0.04655,0.03848,0.01674,0.02440,0.00547,0.00766,0.00219,0.60970,0.39636,0.15353,0.04501,0.05977,0.01143,0.01476,0.00333,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 24,     1,   ACY,       1,0.10704,0.04425,0.03753,0.01698,0.02526,0.00574,0.00828,0.00254,0.71913,0.44291,0.19201,0.06175,0.08417,0.01690,0.02242,0.00552,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 25,     1,   ACY,       1,0.10713,0.04353,0.03704,0.01751,0.02657,0.00600,0.00906,0.00306,0.82617,0.48716,0.22954,0.07873,0.10943,0.02264,0.03070,0.00806,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 26,     1,   ACY,       1,0.10905,0.04334,0.03739,0.01828,0.02831,0.00654,0.01003,0.00349,0.93330,0.53069,0.26658,0.09624,0.13600,0.02864,0.03976,0.01112,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 27,     1,   ACY,       1,0.10955,0.04189,0.03794,0.01889,0.02971,0.00688,0.01082,0.00394,1.04235,0.57403,0.30397,0.11452,0.16431,0.03518,0.04979,0.01461,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 28,     1,   ACY,       1,0.11267,0.04144,0.03976,0.01963,0.03146,0.00741,0.01183,0.00442,1.15190,0.61592,0.34191,0.13341,0.19402,0.04206,0.06061,0.01855,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 29,     1,   ACY,       1,0.10511,0.03619,0.03773,0.01931,0.03118,0.00740,0.01187,0.00447,1.26457,0.65736,0.38167,0.15304,0.22548,0.04947,0.07244,0.02297,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 30,     1,   ACY,       1,0.09909,0.03191,0.03631,0.01888,0.03086,0.00733,0.01198,0.00465,1.36968,0.69355,0.41940,0.17235,0.25666,0.05687,0.08431,0.02744,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 31,     1,   ACY,       1,0.09394,0.02758,0.03460,0.01932,0.03176,0.00753,0.01244,0.00491,1.46877,0.72546,0.45571,0.19123,0.28752,0.06420,0.09629,0.03209,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 32,     1,   ACY,       1,0.08237,0.02210,0.03029,0.01782,0.02997,0.00716,0.01215,0.00499,1.56271,0.75304,0.49031,0.21055,0.31928,0.07173,0.10873,0.03700,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 33,     1,   ACY,       1,0.07160,0.01778,0.02569,0.01637,0.02813,0.00676,0.01176,0.00500,1.64508,0.77514,0.52060,0.22837,0.34925,0.07889,0.12088,0.04199,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 34,     1,   ACY,       1,0.06053,0.01412,0.02106,0.01437,0.02534,0.00622,0.01097,0.00475,1.71668,0.79292,0.54629,0.24474,0.37738,0.08565,0.13264,0.04699,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 35,     1,   ACY,       1,0.05069,0.01154,0.01694,0.01204,0.02220,0.00555,0.01016,0.00461,1.77721,0.80704,0.56735,0.25911,0.40272,0.09187,0.14361,0.05174,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 36,     1,   ACY,       1,0.04159,0.00916,0.01347,0.00993,0.01896,0.00474,0.00903,0.00429,1.82790,0.81858,0.58429,0.27115,0.42492,0.09742,0.15377,0.05635,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 37,     1,   ACY,       1,0.03266,0.00704,0.01024,0.00763,0.01538,0.00392,0.00775,0.00383,1.86949,0.82774,0.59776,0.28108,0.44388,0.10216,0.16280,0.06064,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 38,     1,   ACY,       1,0.02594,0.00550,0.00788,0.00594,0.01257,0.00321,0.00663,0.00342,1.90215,0.83478,0.60800,0.28871,0.45926,0.10608,0.17055,0.06447,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 39,     1,   ACY,       1,0.01824,0.00384,0.00540,0.00401,0.00899,0.00225,0.00498,0.00273,1.92809,0.84028,0.61588,0.29465,0.47183,0.10929,0.17718,0.06789,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 40,     1,   ACY,       1,0.01290,0.00277,0.00364,0.00274,0.00649,0.00157,0.00375,0.00218,1.94633,0.84412,0.62128,0.29866,0.48082,0.11154,0.18216,0.07062,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 41,     1,   ACY,       1,0.00885,0.00186,0.00241,0.00182,0.00458,0.00111,0.00276,0.00165,1.95923,0.84689,0.62492,0.30140,0.48731,0.11311,0.18591,0.07280,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 42,     1,   ACY,       1,0.00540,0.00112,0.00136,0.00102,0.00291,0.00070,0.00189,0.00119,1.96808,0.84875,0.62733,0.30322,0.49189,0.11422,0.18867,0.07445,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 43,     1,   ACY,       1,0.00319,0.00064,0.00072,0.00060,0.00183,0.00042,0.00123,0.00081,1.97348,0.84987,0.62869,0.30424,0.49480,0.11492,0.19056,0.07564,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 44,     1,   ACY,       1,0.00166,0.00030,0.00034,0.00032,0.00102,0.00022,0.00070,0.00048,1.97667,0.85051,0.62941,0.30484,0.49663,0.11534,0.19179,0.07645,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 45,     1,   ACY,       1,0.00080,0.00016,0.00017,0.00013,0.00047,0.00009,0.00034,0.00025,1.97833,0.85081,0.62975,0.30516,0.49765,0.11556,0.19249,0.07693,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 46,     1,   ACY,       1,0.00036,0.00008,0.00008,0.00006,0.00021,0.00004,0.00015,0.00011,1.97913,0.85097,0.62992,0.30529,0.49812,0.11565,0.19283,0.07718,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 47,     1,   ACY,       1,0.00017,0.00004,0.00004,0.00002,0.00009,0.00002,0.00007,0.00005,1.97949,0.85105,0.63000,0.30535,0.49833,0.11569,0.19298,0.07729,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 48,     1,   ACY,       1,0.00009,0.00003,0.00001,0.00001,0.00005,0.00001,0.00004,0.00003,1.97966,0.85109,0.63004,0.30537,0.49842,0.11571,0.19305,0.07734,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 49,     1,   ACY,       1,0.00004,0.00001,0.00001,0.00000,0.00001,0.00000,0.00001,0.00001,1.97975,0.85112,0.63005,0.30538,0.49847,0.11572,0.19309,0.07737,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1995, 1995, 50,    99,   ACY,       1,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.97979,0.85113,0.63006,0.30538,0.49848,0.11572,0.19310,0.07738,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 14,   -99,   ACY,       1,0.00587,0.00573,0.00013,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 15,     1,   ACY,       1,0.01505,0.01434,0.00068,0.00002,0.00002,0.00000,0.00000,0.00000,0.00587,0.00573,0.00013,0.00000,0.00000,0.00000,0.00000,0.00000,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 16,     1,   ACY,       1,0.03230,0.02929,0.00280,0.00019,0.00020,0.00001,0.00001,0.00000,0.02092,0.02007,0.00081,0.00002,0.00002,0.00000,0.00000,0.00000,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 17,     1,   ACY,       1,0.05319,0.04485,0.00748,0.00077,0.00085,0.00007,0.00008,0.00001,0.05322,0.04936,0.00361,0.00021,0.00022,0.00001,0.00001,0.00000,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 18,     1,   ACY,       1,0.07598,0.05811,0.01512,0.00243,0.00275,0.00029,0.00032,0.00003,0.10641,0.09421,0.01109,0.00098,0.00107,0.00008,0.00009,0.00001,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 19,     1,   ACY,       1,0.09329,0.06401,0.02314,0.00517,0.00613,0.00083,0.00096,0.00013,0.18239,0.15232,0.02621,0.00341,0.00382,0.00037,0.00041,0.00004,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 20,     1,   ACY,       1,0.10152,0.05987,0.03069,0.00870,0.01097,0.00187,0.00227,0.00040,0.27568,0.21633,0.04935,0.00858,0.00995,0.00120,0.00137,0.00017,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 21,     1,   ACY,       1,0.10655,0.05418,0.03563,0.01240,0.01673,0.00340,0.00433,0.00093,0.37720,0.27620,0.08004,0.01728,0.02092,0.00307,0.00364,0.00057,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 22,     1,   ACY,       1,0.11119,0.05002,0.03894,0.01580,0.02222,0.00477,0.00642,0.00165,0.48375,0.33038,0.11567,0.02968,0.03765,0.00647,0.00797,0.00150,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 23,     1,   ACY,       1,0.11006,0.04598,0.03905,0.01722,0.02503,0.00558,0.00781,0.00223,0.59494,0.38040,0.15461,0.04548,0.05987,0.01124,0.01439,0.00315,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 24,     1,   ACY,       1,0.10772,0.04323,0.03783,0.01796,0.02667,0.00604,0.00871,0.00267,0.70500,0.42638,0.19366,0.06270,0.08490,0.01682,0.02220,0.00538,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 25,     1,   ACY,       1,0.10747,0.04257,0.03723,0.01812,0.02766,0.00640,0.00954,0.00314,0.81272,0.46961,0.23149,0.08066,0.11157,0.02286,0.03091,0.00805,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 26,     1,   ACY,       1,0.10953,0.04291,0.03769,0.01871,0.02892,0.00672,0.01021,0.00349,0.92019,0.51218,0.26872,0.09878,0.13923,0.02926,0.04045,0.01119,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 27,     1,   ACY,       1,0.10863,0.04161,0.03759,0.01864,0.02943,0.00688,0.01079,0.00391,1.02972,0.55509,0.30641,0.11749,0.16815,0.03598,0.05066,0.01468,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 28,     1,   ACY,       1,0.11196,0.04122,0.03909,0.01969,0.03166,0.00751,0.01197,0.00446,1.13835,0.59670,0.34400,0.13613,0.19758,0.04286,0.06145,0.01859,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 29,     1,   ACY,       1,0.10574,0.03658,0.03800,0.01931,0.03115,0.00731,0.01184,0.00453,1.25031,0.63792,0.38309,0.15582,0.22924,0.05037,0.07342,0.02305,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 30,     1,   ACY,       1,0.09918,0.03210,0.03606,0.01901,0.03102,0.00733,0.01201,0.00468,1.35605,0.67450,0.42109,0.17513,0.26039,0.05768,0.08526,0.02758,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 31,     1,   ACY,       1,0.09442,0.02783,0.03495,0.01921,0.03163,0.00747,0.01242,0.00495,1.45523,0.70660,0.45715,0.19414,0.29141,0.06501,0.09727,0.03226,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 32,     1,   ACY,       1,0.08420,0.02288,0.03084,0.01828,0.03048,0.00719,0.01220,0.00501,1.54965,0.73443,0.49210,0.21335,0.32304,0.07248,0.10969,0.03721,       HFD,     vital,    USA_46,   .,    0
    USA,     .,    .,     ., 1996, 1996, 33,     1,   ACY,       1,0.07339,0.01844,0.02649,0.01657,0.02846,0.00694,0.01189,0.00495,1.63385,0.75731,0.52294,0.23163,0.35352,0.07967,0.12189,0.04222,       HFD,     vital,    USA_46,   .,    0
