Country,Region,Urban,Origin,Year1,Year2,Age,AgeInt,AgeDef,Vitality,   ASFR,  ASFR1,  ASFR2,  ASFR3, ASFR3P,  ASFR4, ASFR4P, ASFR5P,   CPFR,  CPFR1,  CPFR2,  CPFR3, CPFR3P,  CPFR4, CPFR4P, CPFR5P,Collection,SourceType,   RefCode,Note,Split
    USA,     .,    .,     ., 1917, 1917, 14,   -99,   ACY,       1,0.00199,0.00176,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1917, 1917, 15,     1,   ACY,       1,0.01301,0.01264,0.00054,0.00000,0.00000,0.00000,0.00000,0.00000,0.00199,0.00176,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1917, 1917, 16,     1,   ACY,       1,0.02700,0.02440,0.00240,0.00020,0.00020,0.00000,0.00000,0.00000,0.01500,0.01440,0.00060,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 17,     1,   ACY,       1,0.05420,0.04560,0.00770,0.00080,0.00090,0.00010,0.00010,0.00000,0.04200,0.03880,0.00300,0.00020,0.00020,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 18,     1,   ACY,       1,0.08620,0.06570,0.01750,0.00270,0.00300,0.00030,0.00030,0.00000,0.09620,0.08440,0.01070,0.00100,0.00110,0.00010,0.00010,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 19,     1,   ACY,       1,0.12260,0.08180,0.03210,0.00750,0.00870,0.00120,0.00120,0.00000,0.18240,0.15010,0.02820,0.00370,0.00410,0.00040,0.00040,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 20,     1,   ACY,       1,0.14850,0.08540,0.04470,0.01450,0.01840,0.00300,0.00390,0.00090,0.30500,0.23190,0.06030,0.01120,0.01280,0.00160,0.00160,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 21,     1,   ACY,       1,0.16730,0.08300,0.05360,0.02270,0.03070,0.00610,0.00800,0.00190,0.45350,0.31730,0.10500,0.02570,0.03120,0.00460,0.00550,0.00090,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 22,     1,   ACY,       1,0.17530,0.07460,0.05650,0.02980,0.04420,0.01040,0.01440,0.00400,0.62080,0.40030,0.15860,0.04840,0.06190,0.01070,0.01350,0.00280,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 23,     1,   ACY,       1,0.18550,0.06730,0.05810,0.03600,0.06010,0.01610,0.02410,0.00800,0.79610,0.47490,0.21510,0.07820,0.10610,0.02110,0.02790,0.00680,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 24,     1,   ACY,       1,0.18320,0.05690,0.05410,0.03820,0.07220,0.02070,0.03400,0.01330,0.98160,0.54220,0.27320,0.11420,0.16620,0.03720,0.05200,0.01480,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 25,     1,   ACY,       1,0.18080,0.04780,0.04960,0.03880,0.08340,0.02460,0.04460,0.02000,1.16480,0.59910,0.32730,0.15240,0.23840,0.05790,0.08600,0.02810,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 26,     1,   ACY,       1,0.17110,0.03830,0.04310,0.03700,0.08970,0.02620,0.05270,0.02650,1.34560,0.64690,0.37690,0.19120,0.32180,0.08250,0.13060,0.04810,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 27,     1,   ACY,       1,0.17460,0.03330,0.04080,0.03700,0.10050,0.02830,0.06350,0.03520,1.51670,0.68520,0.42000,0.22820,0.41150,0.10870,0.18330,0.07460,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 28,     1,   ACY,       1,0.17070,0.02780,0.03670,0.03530,0.10620,0.02860,0.07090,0.04230,1.69130,0.71850,0.46080,0.26520,0.51200,0.13700,0.24680,0.10980,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 29,     1,   ACY,       1,0.16620,0.02290,0.03190,0.03250,0.11140,0.02800,0.07890,0.05090,1.86200,0.74630,0.49750,0.30050,0.61820,0.16560,0.31770,0.15210,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 30,     1,   ACY,       1,0.14490,0.01710,0.02520,0.02680,0.10260,0.02420,0.07580,0.05160,2.02820,0.76920,0.52940,0.33300,0.72960,0.19360,0.39660,0.20300,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 31,     1,   ACY,       1,0.13450,0.01320,0.02030,0.02290,0.10100,0.02180,0.07810,0.05630,2.17310,0.78630,0.55460,0.35980,0.83220,0.21780,0.47240,0.25460,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 32,     1,   ACY,       1,0.12230,0.01010,0.01640,0.01930,0.09580,0.01920,0.07650,0.05730,2.30760,0.79950,0.57490,0.38270,0.93320,0.23960,0.55050,0.31090,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 33,     1,   ACY,       1,0.12100,0.00870,0.01400,0.01760,0.09830,0.01830,0.08070,0.06240,2.42990,0.80960,0.59130,0.40200,1.02900,0.25880,0.62700,0.36820,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 34,     1,   ACY,       1,0.11470,0.00720,0.01150,0.01500,0.09600,0.01630,0.08100,0.06470,2.55090,0.81830,0.60530,0.41960,1.12730,0.27710,0.70770,0.43060,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 35,     1,   ACY,       1,0.10960,0.00610,0.00960,0.01280,0.09390,0.01440,0.08110,0.06670,2.66560,0.82550,0.61680,0.43460,1.22330,0.29340,0.78870,0.49530,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 36,     1,   ACY,       1,0.10130,0.00480,0.00780,0.01060,0.08870,0.01220,0.07810,0.06590,2.77520,0.83160,0.62640,0.44740,1.31720,0.30780,0.86980,0.56200,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 37,     1,   ACY,       1,0.09530,0.00390,0.00620,0.00870,0.08520,0.01040,0.07650,0.06610,2.87650,0.83640,0.63420,0.45800,1.40590,0.32000,0.94790,0.62790,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 38,     1,   ACY,       1,0.08430,0.00300,0.00480,0.00690,0.07650,0.00840,0.06960,0.06120,2.97180,0.84030,0.64040,0.46670,1.49110,0.33040,1.02440,0.69400,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 39,     1,   ACY,       1,0.07510,0.00240,0.00370,0.00530,0.06900,0.00680,0.06370,0.05690,3.05610,0.84330,0.64520,0.47360,1.56760,0.33880,1.09400,0.75520,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 40,     1,   ACY,       1,0.05580,0.00160,0.00250,0.00350,0.05170,0.00470,0.04820,0.04350,3.13120,0.84570,0.64890,0.47890,1.63660,0.34560,1.15770,0.81210,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 41,     1,   ACY,       1,0.04420,0.00110,0.00170,0.00240,0.04140,0.00330,0.03900,0.03570,3.18700,0.84730,0.65140,0.48240,1.68830,0.35030,1.20590,0.85560,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 42,     1,   ACY,       1,0.03220,0.00070,0.00110,0.00160,0.03040,0.00220,0.02880,0.02660,3.23120,0.84840,0.65310,0.48480,1.72970,0.35360,1.24490,0.89130,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 43,     1,   ACY,       1,0.02540,0.00050,0.00070,0.00110,0.02420,0.00150,0.02310,0.02160,3.26340,0.84910,0.65420,0.48640,1.76010,0.35580,1.27370,0.91790,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 44,     1,   ACY,       1,0.01780,0.00030,0.00050,0.00070,0.01700,0.00100,0.01630,0.01530,3.28880,0.84960,0.65490,0.48750,1.78430,0.35730,1.29680,0.93950,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 45,     1,   ACY,       1,0.01170,0.00020,0.00030,0.00040,0.01120,0.00060,0.01080,0.01020,3.30660,0.84990,0.65540,0.48820,1.80130,0.35830,1.31310,0.95480,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 46,     1,   ACY,       1,0.00750,0.00010,0.00020,0.00020,0.00720,0.00030,0.00700,0.00670,3.31830,0.85010,0.65570,0.48860,1.81250,0.35890,1.32390,0.96500,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 47,     1,   ACY,       1,0.00410,0.00010,0.00010,0.00010,0.00390,0.00020,0.00380,0.00360,3.32580,0.85020,0.65590,0.48880,1.81970,0.35920,1.33090,0.97170,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 48,     1,   ACY,       1,0.00230,0.00010,0.00010,0.00000,0.00210,0.00010,0.00210,0.00200,3.32990,0.85030,0.65600,0.48890,1.82360,0.35940,1.33470,0.97530,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1917, 1917, 49,     1,   ACY,       1,0.00081,0.00000,0.00000,0.00000,0.00081,0.00006,0.00081,0.00075,3.33220,0.85040,0.65610,0.48890,1.82570,0.35950,1.33680,0.97730,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1917, 1917, 50,    99,   ACY,       1,0.00028,0.00000,0.00000,0.00000,0.00030,0.00004,0.00030,0.00026,3.33301,0.85040,0.65610,0.48890,1.82651,0.35956,1.33761,0.97805,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1918, 1918, 14,   -99,   ACY,       1,0.00201,0.00180,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1918, 1918, 15,     1,   ACY,       1,0.01299,0.01270,0.00045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00201,0.00180,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1918, 1918, 16,     1,   ACY,       1,0.02650,0.02400,0.00230,0.00020,0.00020,0.00000,0.00000,0.00000,0.01500,0.01450,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 17,     1,   ACY,       1,0.05240,0.04410,0.00740,0.00080,0.00090,0.00010,0.00010,0.00000,0.04150,0.03850,0.00279,0.00020,0.00020,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 18,     1,   ACY,       1,0.08400,0.06390,0.01710,0.00270,0.00300,0.00030,0.00030,0.00000,0.09390,0.08260,0.01019,0.00100,0.00110,0.00010,0.00010,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 19,     1,   ACY,       1,0.12110,0.08070,0.03150,0.00760,0.00890,0.00130,0.00130,0.00000,0.17790,0.14650,0.02729,0.00370,0.00410,0.00040,0.00040,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 20,     1,   ACY,       1,0.14820,0.08570,0.04400,0.01460,0.01850,0.00310,0.00390,0.00080,0.29900,0.22720,0.05879,0.01130,0.01300,0.00170,0.00170,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 21,     1,   ACY,       1,0.16710,0.08380,0.05250,0.02280,0.03080,0.00620,0.00800,0.00180,0.44720,0.31290,0.10279,0.02590,0.03150,0.00480,0.00560,0.00080,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 22,     1,   ACY,       1,0.17450,0.07510,0.05520,0.02990,0.04420,0.01050,0.01430,0.00380,0.61430,0.39670,0.15529,0.04870,0.06230,0.01100,0.01360,0.00260,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 23,     1,   ACY,       1,0.18420,0.06760,0.05670,0.03600,0.05990,0.01630,0.02390,0.00760,0.78880,0.47180,0.21049,0.07860,0.10650,0.02150,0.02790,0.00640,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 24,     1,   ACY,       1,0.18160,0.05750,0.05290,0.03790,0.07120,0.02070,0.03330,0.01260,0.97300,0.53940,0.26719,0.11460,0.16640,0.03780,0.05180,0.01400,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 25,     1,   ACY,       1,0.17870,0.04860,0.04860,0.03820,0.08150,0.02440,0.04330,0.01890,1.15460,0.59690,0.32009,0.15250,0.23760,0.05850,0.08510,0.02660,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 26,     1,   ACY,       1,0.17020,0.03980,0.04280,0.03650,0.08760,0.02590,0.05110,0.02520,1.33330,0.64550,0.36869,0.19070,0.31910,0.08290,0.12840,0.04550,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 27,     1,   ACY,       1,0.17360,0.03470,0.04070,0.03660,0.09820,0.02810,0.06160,0.03350,1.50350,0.68530,0.41149,0.22720,0.40670,0.10880,0.17950,0.07070,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 28,     1,   ACY,       1,0.16890,0.02900,0.03660,0.03500,0.10330,0.02830,0.06830,0.04000,1.67710,0.72000,0.45219,0.26380,0.50490,0.13690,0.24110,0.10420,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 29,     1,   ACY,       1,0.16410,0.02400,0.03170,0.03200,0.10840,0.02760,0.07640,0.04880,1.84600,0.74900,0.48879,0.29880,0.60820,0.16520,0.30940,0.14420,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 30,     1,   ACY,       1,0.14410,0.01810,0.02500,0.02640,0.10100,0.02390,0.07460,0.05070,2.01010,0.77300,0.52049,0.33080,0.71660,0.19280,0.38580,0.19300,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 31,     1,   ACY,       1,0.13460,0.01420,0.02030,0.02250,0.10010,0.02140,0.07760,0.05620,2.15420,0.79110,0.54549,0.35720,0.81760,0.21670,0.46040,0.24370,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 32,     1,   ACY,       1,0.12190,0.01090,0.01630,0.01890,0.09470,0.01880,0.07580,0.05700,2.28880,0.80530,0.56579,0.37970,0.91770,0.23810,0.53800,0.29990,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 33,     1,   ACY,       1,0.11970,0.00930,0.01380,0.01720,0.09660,0.01780,0.07940,0.06160,2.41070,0.81620,0.58209,0.39860,1.01240,0.25690,0.61380,0.35690,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 34,     1,   ACY,       1,0.11310,0.00750,0.01140,0.01470,0.09420,0.01590,0.07950,0.06360,2.53040,0.82550,0.59589,0.41580,1.10900,0.27470,0.69320,0.41850,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 35,     1,   ACY,       1,0.10820,0.00630,0.00960,0.01270,0.09230,0.01420,0.07960,0.06540,2.64350,0.83300,0.60729,0.43050,1.20320,0.29060,0.77270,0.48210,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 36,     1,   ACY,       1,0.10010,0.00500,0.00790,0.01060,0.08720,0.01220,0.07660,0.06440,2.75170,0.83930,0.61689,0.44320,1.29550,0.30480,0.85230,0.54750,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 37,     1,   ACY,       1,0.09420,0.00410,0.00630,0.00880,0.08380,0.01040,0.07500,0.06460,2.85180,0.84430,0.62479,0.45380,1.38270,0.31700,0.92890,0.61190,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 38,     1,   ACY,       1,0.08360,0.00320,0.00490,0.00690,0.07550,0.00850,0.06860,0.06010,2.94600,0.84840,0.63109,0.46260,1.46650,0.32740,1.00390,0.67650,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 39,     1,   ACY,       1,0.07520,0.00260,0.00380,0.00550,0.06880,0.00680,0.06330,0.05650,3.02960,0.85160,0.63599,0.46950,1.54200,0.33590,1.07250,0.73660,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 40,     1,   ACY,       1,0.05600,0.00170,0.00250,0.00370,0.05180,0.00470,0.04810,0.04340,3.10480,0.85420,0.63979,0.47500,1.61080,0.34270,1.13580,0.79310,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 41,     1,   ACY,       1,0.04460,0.00120,0.00180,0.00270,0.04160,0.00320,0.03890,0.03570,3.16080,0.85590,0.64229,0.47870,1.66260,0.34740,1.18390,0.83650,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 42,     1,   ACY,       1,0.03210,0.00080,0.00110,0.00170,0.03020,0.00210,0.02850,0.02640,3.20540,0.85710,0.64409,0.48140,1.70420,0.35060,1.22280,0.87220,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 43,     1,   ACY,       1,0.02510,0.00050,0.00080,0.00110,0.02380,0.00140,0.02270,0.02130,3.23750,0.85790,0.64519,0.48310,1.73440,0.35270,1.25130,0.89860,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 44,     1,   ACY,       1,0.01840,0.00040,0.00050,0.00070,0.01750,0.00100,0.01680,0.01580,3.26260,0.85840,0.64599,0.48420,1.75820,0.35410,1.27400,0.91990,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 45,     1,   ACY,       1,0.01280,0.00020,0.00030,0.00050,0.01230,0.00060,0.01180,0.01120,3.28100,0.85880,0.64649,0.48490,1.77570,0.35510,1.29080,0.93570,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 46,     1,   ACY,       1,0.00910,0.00020,0.00020,0.00040,0.00870,0.00040,0.00830,0.00790,3.29380,0.85900,0.64679,0.48540,1.78800,0.35570,1.30260,0.94690,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 47,     1,   ACY,       1,0.00510,0.00010,0.00010,0.00020,0.00490,0.00020,0.00470,0.00450,3.30290,0.85920,0.64699,0.48580,1.79670,0.35610,1.31090,0.95480,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 48,     1,   ACY,       1,0.00280,0.00010,0.00000,0.00010,0.00270,0.00020,0.00260,0.00240,3.30800,0.85930,0.64709,0.48600,1.80160,0.35630,1.31560,0.95930,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1918, 1918, 49,     1,   ACY,       1,0.00103,0.00000,0.00000,0.00000,0.00103,0.00007,0.00103,0.00096,3.31080,0.85940,0.64709,0.48610,1.80430,0.35650,1.31820,0.96170,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1918, 1918, 50,    99,   ACY,       1,0.00036,0.00000,0.00000,0.00000,0.00036,0.00003,0.00036,0.00033,3.31183,0.85940,0.64709,0.48610,1.80533,0.35657,1.31923,0.96266,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1919, 1919, 14,   -99,   ACY,       1,0.00168,0.00149,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1919, 1919, 15,     1,   ACY,       1,0.01111,0.01081,0.00045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00168,0.00149,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    2
    USA,     .,    .,     ., 1919, 1919, 16,     1,   ACY,       1,0.02360,0.02110,0.00230,0.00020,0.00020,0.00000,0.00000,0.00000,0.01279,0.01230,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 17,     1,   ACY,       1,0.04670,0.03860,0.00720,0.00080,0.00090,0.00010,0.00010,0.00000,0.03639,0.03340,0.00279,0.00020,0.00020,0.00000,0.00000,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 18,     1,   ACY,       1,0.07370,0.05490,0.01600,0.00250,0.00280,0.00030,0.00030,0.00000,0.08309,0.07200,0.00999,0.00100,0.00110,0.00010,0.00010,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 19,     1,   ACY,       1,0.10520,0.06670,0.03000,0.00720,0.00850,0.00130,0.00130,0.00000,0.15679,0.12690,0.02599,0.00350,0.00390,0.00040,0.00040,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 20,     1,   ACY,       1,0.12810,0.06840,0.04200,0.01390,0.01770,0.00300,0.00380,0.00080,0.26199,0.19360,0.05599,0.01070,0.01240,0.00170,0.00170,0.00000,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 21,     1,   ACY,       1,0.14540,0.06510,0.05060,0.02180,0.02970,0.00610,0.00790,0.00180,0.39009,0.26200,0.09799,0.02460,0.03010,0.00470,0.00550,0.00080,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 22,     1,   ACY,       1,0.15300,0.05770,0.05290,0.02840,0.04240,0.01030,0.01400,0.00370,0.53549,0.32710,0.14859,0.04640,0.05980,0.01080,0.01340,0.00260,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 23,     1,   ACY,       1,0.16330,0.05170,0.05410,0.03410,0.05750,0.01590,0.02340,0.00750,0.68849,0.38480,0.20149,0.07480,0.10220,0.02110,0.02740,0.00630,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 24,     1,   ACY,       1,0.16390,0.04450,0.05080,0.03590,0.06860,0.02020,0.03270,0.01250,0.85179,0.43650,0.25559,0.10890,0.15970,0.03700,0.05080,0.01380,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 25,     1,   ACY,       1,0.16320,0.03810,0.04690,0.03610,0.07820,0.02360,0.04210,0.01850,1.01569,0.48100,0.30639,0.14480,0.22830,0.05720,0.08350,0.02630,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 26,     1,   ACY,       1,0.15680,0.03160,0.04140,0.03430,0.08380,0.02480,0.04950,0.02470,1.17889,0.51910,0.35329,0.18090,0.30650,0.08080,0.12560,0.04480,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 27,     1,   ACY,       1,0.16090,0.02750,0.03930,0.03440,0.09410,0.02690,0.05970,0.03280,1.33569,0.55070,0.39469,0.21520,0.39030,0.10560,0.17510,0.06950,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 28,     1,   ACY,       1,0.15790,0.02310,0.03550,0.03290,0.09930,0.02720,0.06640,0.03920,1.49659,0.57820,0.43399,0.24960,0.48440,0.13250,0.23480,0.10230,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 29,     1,   ACY,       1,0.15520,0.01980,0.03100,0.03050,0.10440,0.02660,0.07390,0.04730,1.65449,0.60130,0.46949,0.28250,0.58370,0.15970,0.30120,0.14150,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 30,     1,   ACY,       1,0.13680,0.01540,0.02460,0.02540,0.09680,0.02290,0.07140,0.04850,1.80969,0.62110,0.50049,0.31300,0.68810,0.18630,0.37510,0.18880,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 31,     1,   ACY,       1,0.12910,0.01270,0.02010,0.02200,0.09630,0.02070,0.07430,0.05360,1.94649,0.63650,0.52509,0.33840,0.78490,0.20920,0.44650,0.23730,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 32,     1,   ACY,       1,0.11730,0.00970,0.01620,0.01860,0.09140,0.01820,0.07280,0.05460,2.07559,0.64920,0.54519,0.36040,0.88120,0.22990,0.52080,0.29090,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 33,     1,   ACY,       1,0.11510,0.00830,0.01380,0.01680,0.09300,0.01720,0.07620,0.05900,2.19289,0.65890,0.56139,0.37900,0.97260,0.24810,0.59360,0.34550,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 34,     1,   ACY,       1,0.10920,0.00690,0.01130,0.01430,0.09100,0.01540,0.07670,0.06130,2.30799,0.66720,0.57519,0.39580,1.06560,0.26530,0.66980,0.40450,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 35,     1,   ACY,       1,0.10550,0.00600,0.00950,0.01240,0.09000,0.01380,0.07760,0.06380,2.41719,0.67410,0.58649,0.41010,1.15660,0.28070,0.74650,0.46580,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 36,     1,   ACY,       1,0.09860,0.00490,0.00780,0.01040,0.08590,0.01180,0.07550,0.06370,2.52269,0.68010,0.59599,0.42250,1.24660,0.29450,0.82410,0.52960,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 37,     1,   ACY,       1,0.09320,0.00400,0.00630,0.00860,0.08290,0.01010,0.07430,0.06420,2.62129,0.68500,0.60379,0.43290,1.33250,0.30630,0.89960,0.59330,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 38,     1,   ACY,       1,0.08290,0.00310,0.00490,0.00680,0.07490,0.00830,0.06810,0.05980,2.71449,0.68900,0.61009,0.44150,1.41540,0.31640,0.97390,0.65750,       ODE,  estimate,    USA_01,   .,    0
    USA,     .,    .,     ., 1919, 1919, 39,     1,   ACY,       1,0.07430,0.00260,0.00380,0.00540,0.06790,0.00670,0.06250,0.05580,2.79739,0.69210,0.61499,0.44830,1.49030,0.32470,1.04200,0.71730,       ODE,  estimate,    USA_01,   .,    0
