United States, Live births by calendar year, age and birth order (Lexis squares, age in completed years (ACY))
Last modified: 07/04/2021
Year    Age        Total          B1          B2          B3          B4         B5p
1933     12-       46.85       46.85        0.00        0.00        0.00        0.00
1933     13       531.69      531.69        0.00        0.00        0.00        0.00
1933     14      2120.63     2111.51        9.13        0.00        0.00        0.00
1933     15      7945.19     7652.82      292.38        0.00        0.00        0.00
1933     16     21998.16    20463.16     1421.96      107.92        5.14        0.00
1933     17     44931.04    38983.72     5417.96      447.25       63.66       18.44
1933     18     76672.49    59953.62    14626.92     1798.19      244.54       49.23
1933     19    101004.36    68881.23    26053.03     5170.92      740.16      159.03
1933     20    116658.52    67114.45    35720.60    10880.58     2280.56      662.33
1933     21    121380.30    60684.92    39139.18    16137.79     4226.75     1191.66
1933     22    128076.99    54496.21    41272.93    21691.98     7768.23     2847.64
1933     23    131426.38    48866.99    40627.16    25079.51    11651.14     5201.57
1933     24    126384.51    41646.16    37454.20    24764.87    14106.68     8412.60
1933     25    123613.47    36257.37    35073.56    24331.28    15431.43    12519.83
1933     26    116037.22    30600.20    31537.45    22488.85    15633.49    15777.21
1933     27    105951.69    24431.72    27271.58    20474.03    15117.22    18657.15
1933     28    105564.03    20849.93    25270.93    19879.47    15646.72    23916.97
1933     29     91491.28    15803.10    20859.92    16867.96    13620.43    24339.87
1933     30     88836.50    13565.18    18084.82    16268.60    12851.29    28066.60
1933     31     67101.97     8869.34    13237.99    12142.15     9848.31    23004.17
1933     32     74073.10     8148.65    12441.63    12418.80    10769.63    30294.38
1933     33     70736.73     6655.26    10360.32    11112.79    10141.23    32467.14
1933     34     54745.85     4766.07     7367.35     8163.66     7560.29    26888.49
1933     35     53854.13     4001.97     6335.14     7364.33     7212.69    28939.99
1933     36     48169.48     3046.14     4872.32     6092.87     6209.26    27948.89
1933     37     42181.33     2445.78     3770.86     4719.31     5118.75    26126.63
1933     38     42303.99     2028.59     3139.48     4131.64     4637.41    28366.86
1933     39     33137.26     1442.39     2190.07     2938.14     3337.13    23229.53
1933     40     27194.51     1060.41     1533.54     2119.60     2527.02    19953.94
1933     41     17031.36      592.24      895.51     1225.46     1400.39    12917.77
1933     42     15764.00      482.76      652.83      899.74     1155.83    12572.84
1933     43     10395.11      289.48      377.52      513.61      683.43     8531.06
1933     44      6307.29      149.45      214.68      279.98      404.50     5258.67
1933     45      3956.36       83.72      105.50      151.62      210.29     3405.23
1933     46      1785.12       35.00       35.91       68.51       76.84     1568.86
1933     47       897.79       22.26       24.28       36.86       36.81      777.58
1933     48       554.58        7.47        9.56       14.83       25.40      497.33
1933     49       247.99        5.28        7.36       13.64       14.67      207.04
1933     50        56.62        3.29        5.47        3.27        2.17       42.43
1933     51        16.78        2.11        0.00        1.05        1.05       12.57
1933     52        16.77        1.05        2.11        0.00        1.05       12.56
1933     53        18.87        0.00        1.05        3.15        0.00       14.67
1933     54        13.64        1.06        3.15        0.00        0.00        9.42
1933     55+        0.00        0.00        0.00        0.00        0.00        0.00
1934     12-       19.23       19.23        0.00        0.00        0.00        0.00
1934     13       499.01      499.01        0.00        0.00        0.00        0.00
1934     14      2407.03     2392.89       14.14        0.00        0.00        0.00
1934     15      8551.16     8238.79      305.23        7.15        0.00        0.00
1934     16     23524.88    21916.87     1487.60      108.18       12.24        0.00
1934     17     47615.43    41713.96     5370.78      464.36       59.19        7.14
1934     18     81196.11    64507.62    14528.43     1846.74      253.14       60.19
1934     19    106433.28    74682.37    25746.33     5159.37      703.38      141.84
1934     20    124318.63    74033.27    36368.65    11002.48     2317.77      596.47
1934     21    129751.23    67086.90    40586.62    16394.40     4413.67     1269.64
1934     22    134340.94    59883.07    42119.74    21694.55     7906.75     2736.83
1934     23    135326.53    52285.85    41162.87    24915.89    11612.69     5349.25
1934     24    135536.47    46027.18    39334.46    26054.16    15063.22     9057.45
1934     25    126337.93    38615.12    35223.39    24114.58    15783.29    12601.55
1934     26    122962.16    33433.18    33308.19    23370.99    16274.34    16575.47
1934     27    111203.27    26905.08    29032.32    21189.50    15140.20    18936.18
1934     28    109865.69    23146.71    26525.41    20395.75    15665.93    24131.90
1934     29     96847.40    17936.68    22433.38    17719.61    13599.65    25158.09
1934     30     93469.03    14790.41    19856.69    16624.93    13388.89    28808.11
1934     31     71133.15    10207.09    14530.44    12588.55    10179.51    23627.56
1934     32     72687.66     8421.40    12734.68    12168.51    10361.11    29001.97
1934     33     66103.20     6687.14    10350.69    10634.08     9288.13    29143.16
1934     34     67125.94     5730.86     8978.35     9788.73     9124.13    33503.87
1934     35     51512.96     4043.89     6421.73     7275.93     6828.79    26942.63
1934     36     48235.80     3153.64     4967.02     6032.34     6209.26    27873.53
1934     37     41357.08     2476.20     3735.00     4717.98     4959.28    25468.62
1934     38     42138.69     2031.39     3302.14     4170.90     4610.20    28024.06
1934     39     33152.62     1402.07     2277.68     2890.30     3448.74    23133.84
1934     40     26681.97     1027.09     1441.88     2109.57     2430.05    19673.37
1934     41     17174.08      625.09      784.08     1207.09     1536.46    13021.38
1934     42     16064.90      485.20      651.77      936.41     1222.86    12768.66
1934     43     10266.47      268.89      336.42      543.72      657.61     8459.82
1934     44      6333.72      160.56      160.20      281.56      354.65     5376.74
1934     45      3795.69       79.47       88.70      142.89      201.26     3283.37
1934     46      1806.64       26.05       43.68       66.52       92.49     1577.89
1934     47       884.14       18.80       13.55       26.05       43.74      781.99
1934     48       608.44       11.49       10.43       25.02       25.01      536.48
1934     49       253.95       10.48        3.14        9.42       18.81      212.10
1934     50        74.27        1.05        0.00        5.23        2.09       65.90
1934     51        15.48        1.04        1.03        0.00        1.03       12.38
1934     52        12.38        1.04        0.00        2.06        0.00        9.28
1934     53         5.16        1.04        0.00        0.00        2.06        2.06
1934     54         6.18        1.03        0.00        0.00        0.00        5.15
1934     55+        0.00        0.00        0.00        0.00        0.00        0.00
1935     12-       29.30       29.30        0.00        0.00        0.00        0.00
1935     13       547.63      547.63        0.00        0.00        0.00        0.00
1935     14      2583.55     2554.24       29.31        0.00        0.00        0.00
1935     15      9377.67     9012.11      351.26       14.30        0.00        0.00
1935     16     24466.22    22764.51     1590.39      100.08       11.24        0.00
1935     17     48509.93    42549.47     5463.05      425.90       57.21       14.30
1935     18     81448.61    65364.63    14052.04     1772.41      210.49       49.04
1935     19    107126.20    76089.74    25324.79     4850.47      731.47      129.73
1935     20    125238.87    76704.16    35060.71    10531.49     2283.41      659.09
1935     21    131887.00    70713.57    39614.38    15860.90     4434.24     1263.92
1935     22    136551.32    64223.19    41108.88    20617.38     7709.38     2892.49
1935     23    136366.57    56156.50    40060.27    23797.67    11162.29     5189.82
1935     24    131902.49    47935.64    37480.30    23965.46    13896.70     8624.39
1935     25    128712.56    41699.42    35453.39    23521.57    15296.53    12741.63
1935     26    118987.82    35245.75    31855.38    21662.87    14949.94    15273.89
1935     27    112513.33    29665.80    29276.66    20401.20    14595.36    18574.31
1935     28    109604.34    25050.08    27012.39    19726.77    14823.90    22991.21
1935     29     95944.77    19236.30    22524.26    17170.96    13089.54    23923.70
1935     30     93588.01    16451.88    20172.12    16245.55    12860.34    27858.12
1935     31     71683.27    11195.19    14961.93    12738.14    10025.13    22762.89
1935     32     72366.59     9609.57    13360.50    12101.62    10127.74    27167.15
1935     33     60959.20     6664.84    10114.47     9780.49     8404.11    25995.30
1935     34     59724.23     5728.54     8545.23     8940.03     8148.44    28361.98
1935     35     59965.31     4932.19     7381.26     8414.96     7629.19    31607.70
1935     36     44534.77     3280.85     4882.18     5736.90     5622.86    25011.97
1935     37     39415.62     2505.92     3930.85     4679.67     4715.14    23584.02
1935     38     39498.08     2019.30     3105.30     3934.49     4387.62    26051.37
1935     39     31361.09     1454.19     2107.07     2960.10     3199.45    21640.28
1935     40     25725.30      967.43     1467.62     2049.10     2352.60    18888.55
1935     41     16230.39      619.88      793.27     1211.74     1436.82    12168.68
1935     42     15253.31      468.92      633.82      953.67     1163.85    12033.05
1935     43      9860.54      275.71      327.86      488.84      641.47     8126.66
1935     44      5925.07      114.76      175.24      245.21      395.54     4994.33
1935     45      3677.80      108.57       89.94      138.57      188.25     3152.48
1935     46      1702.29       32.08       45.53       64.17       80.74     1479.78
1935     47       909.40        9.33       18.66       34.22       41.49      805.70
1935     48       507.27        9.35       10.40       19.75       19.76      448.02
1935     49       262.92        9.28       10.30        5.15       10.32      227.87
1935     50        78.71        4.15        4.14        5.19        2.07       63.17
1935     51        21.75        2.07        5.18        2.07        1.04       11.39
1935     52        21.75        2.07        3.10        1.04        1.04       14.49
1935     53        20.70        0.00        1.03        2.07        3.10       14.50
1935     54        13.46        1.04        0.00        2.07        3.11        7.25
1935     55+        0.00        0.00        0.00        0.00        0.00        0.00
1936     12-       51.57       51.57        0.00        0.00        0.00        0.00
1936     13       447.93      447.93        0.00        0.00        0.00        0.00
1936     14      2444.86     2424.63       20.23        0.00        0.00        0.00
1936     15      9018.29     8626.56      375.39       16.32        0.00        0.00
1936     16     25375.02    23408.80     1827.39      119.43       19.41        0.00
1936     17     47785.09    41360.33     5828.63      519.54       65.36       11.23
1936     18     81489.92    64120.41    15202.18     1866.06      227.73       73.54
1936     19    106137.74    74263.01    26033.40     4946.74      746.49      148.09
1936     20    124380.09    75246.28    36214.39    10072.52     2208.72      638.18
1936     21    134187.71    72004.69    40990.61    15557.80     4330.35     1304.25
1936     22    137373.70    64816.40    42286.51    20117.41     7424.04     2729.34
1936     23    138830.05    58420.39    41485.21    23039.89    10758.21     5126.37
1936     24    133689.53    50001.04    38945.58    23255.71    13405.10     8082.11
1936     25    128193.83    43707.12    35289.53    22951.02    14384.05    11862.11
1936     26    122404.17    37359.72    32661.60    21580.23    15036.33    15766.30
1936     27    110135.47    30430.81    29077.79    19352.50    13830.11    17444.26
1936     28    110180.19    26492.34    27753.23    19668.51    14196.90    22069.22
1936     29     96139.65    20715.09    23355.70    16986.41    12577.63    22504.83
1936     30     92728.94    17497.83    20616.67    15989.64    12297.67    26327.12
1936     31     72007.16    12215.85    15454.89    12523.50     9561.60    22251.32
1936     32     72307.94    10337.10    13718.84    12060.14     9641.17    26550.67
1936     33     62130.85     7444.41    10833.26    10088.08     8219.40    25545.69
1936     34     55424.11     5787.16     8513.85     8398.64     7473.77    25250.69
1936     35     52517.23     4737.37     6901.73     7550.02     6828.76    26499.36
1936     36     51851.70     3953.82     5827.28     6556.80     6322.40    29191.41
1936     37     36110.61     2563.85     3694.41     4317.31     4307.09    21227.96
1936     38     36856.46     2106.42     3094.56     3935.42     4081.92    23638.14
1936     39     29143.43     1496.21     2168.87     2840.99     3056.17    19581.19
1936     40     24143.34     1062.42     1464.36     1985.03     2316.05    17315.48
1936     41     15372.63      606.46      868.98     1192.57     1301.38    11403.25
1936     42     14164.53      469.62      625.75      843.78     1101.40    11123.98
1936     43      9266.62      252.01      339.46      472.98      636.73     7565.43
1936     44      5683.94      129.21      171.92      238.74      353.52     4790.54
1936     45      3403.11       86.86       79.62      134.48      170.74     2931.41
1936     46      1724.77       38.28       37.24       71.42       80.75     1497.07
1936     47       786.52        7.24       17.61       26.93       35.24      699.50
1936     48       493.39       25.90       10.36       14.50       19.69      422.93
1936     49       242.57        2.08        5.18       17.62        8.30      209.40
1936     50        81.18        6.08        7.10        1.02        5.07       61.91
1936     51        21.30        3.04        1.01        2.03        2.03       13.20
1936     52        27.40        4.06        3.04        2.03        5.07       13.20
1936     53        16.23        1.08        2.16        0.00        3.25        9.75
1936     54        16.23        1.02        1.01        0.00        3.05       11.17
1936     55+        3.00        0.00        1.00        0.00        0.00        2.00
1937     12-       71.00       71.00        0.00        0.00        0.00        0.00
1937     13       511.20      511.20        0.00        0.00        0.00        0.00
1937     14      2565.20     2528.66       36.53        0.00        0.00        0.00
1937     15      9541.15     9132.75      389.06       19.36        0.00        0.00
1937     16     26941.66    24949.62     1862.65      111.04       18.35        0.00
1937     17     53900.62    46491.89     6761.83      553.15       78.45       15.28
1937     18     84584.63    66432.94    15787.84     2041.81      243.57       78.49
1937     19    110695.54    77398.57    27130.59     5251.38      749.92      165.08
1937     20    128054.38    77353.60    37228.02    10592.84     2224.11      655.80
1937     21    136934.07    73631.14    42116.74    15732.74     4204.95     1248.51
1937     22    143235.05    68054.11    44378.92    20550.63     7419.73     2831.65
1937     23    145803.45    61859.07    43951.71    23889.57    10911.21     5191.90
1937     24    139416.96    53932.53    40467.97    23439.51    13377.46     8199.49
1937     25    132191.12    46405.38    37195.98    22879.70    14133.43    11576.64
1937     26    124718.40    39631.88    34111.59    21365.08    14411.12    15198.71
1937     27    116839.48    33796.64    30762.66    20117.80    13995.74    18166.65
1937     28    110398.39    28154.22    28237.82    18860.62    13583.97    21561.75
1937     29    100438.57    23221.77    24646.33    17287.55    12400.36    22882.57
1937     30     94426.14    18929.69    21749.75    16177.32    12014.07    25555.32
1937     31     75003.41    13627.01    16640.28    12796.90     9803.32    22135.90
1937     32     73798.87    11069.13    14525.40    12235.90     9520.36    26448.09
1937     33     62914.26     8132.49    11385.83    10198.80     8274.09    24923.06
1937     34     56795.64     6501.92     9019.27     8739.59     7357.79    25177.07
1937     35     49715.68     4993.25     7035.73     7158.31     6347.66    24180.72
1937     36     46372.08     3821.35     5446.00     6041.32     5710.49    25352.92
1937     37     43285.61     3141.13     4430.57     5153.03     4979.46    25581.41
1937     38     34178.16     2141.58     3015.90     3700.35     3643.43    21676.91
1937     39     28201.95     1500.84     2175.61     2689.51     3027.77    18808.22
1937     40     22772.50     1021.08     1470.43     1901.56     2251.04    16128.38
1937     41     15077.94      633.31      826.17     1133.94     1389.42    11095.11
1937     42     13448.30      463.82      585.89      849.96     1106.62    10442.01
1937     43      8639.46      221.86      334.42      453.36      629.56     7000.25
1937     44      5348.93      126.00      176.02      256.32      298.02     4492.58
1937     45      3227.84       69.15       87.75      113.59      203.48     2753.86
1937     46      1644.35       29.95       28.92       67.16       84.75     1433.56
1937     47       828.36       19.61       13.42       28.92       41.32      725.10
1937     48       419.85       18.55       14.43        7.22       12.39      367.26
1937     49       211.48       10.36        4.14        5.19       10.36      181.42
1937     50        76.98        5.13        8.21        5.13        5.13       53.38
1937     51        30.39        4.18        2.09        5.24        3.15       15.72
1937     52        38.48        2.02        4.05        1.02        3.04       28.35
1937     53        23.30        3.18        4.23        2.11        1.06       12.71
1937     54        12.15        2.02        0.00        0.00        1.02        9.11
1937     55+        4.00        0.00        0.00        0.00        0.00        4.00
1938     12-       80.78       80.78        0.00        0.00        0.00        0.00
1938     13       505.91      505.91        0.00        0.00        0.00        0.00
1938     14      2705.24     2695.15       10.10        0.00        0.00        0.00
1938     15      9513.66     9121.35      366.89       25.43        0.00        0.00
1938     16     27538.82    25474.49     1911.76      130.19       22.38        0.00
1938     17     56234.32    48524.68     7048.54      584.83       64.09       12.20
1938     18     92091.51    72555.27    16894.88     2298.57      283.81       58.98
1938     19    113175.06    78889.19    27953.55     5420.90      770.07      141.35
1938     20    134296.65    81022.08    39088.01    11325.24     2215.96      645.33
1938     21    141239.35    75918.02    43381.61    16457.16     4272.65     1209.89
1938     22    147421.62    70230.55    46021.42    21042.54     7356.53     2770.58
1938     23    151591.14    64998.08    45680.74    24646.64    11004.22     5261.47
1938     24    146915.35    57086.27    43316.14    24817.40    13236.47     8459.06
1938     25    139410.60    49609.03    40103.80    23711.71    14282.33    11703.73
1938     26    130853.80    43048.71    36274.17    22410.79    14406.09    14714.06
1938     27    120439.04    36056.35    32758.56    20446.35    13738.28    17439.50
1938     28    118937.74    31416.69    31049.82    20150.40    14278.62    22042.22
1938     29    102410.97    24819.83    25798.44    17551.09    12331.34    21910.27
1938     30     99449.33    21464.44    23517.23    16796.28    12117.24    25554.13
1938     31     78108.64    15131.12    18372.70    13308.59     9604.42    21691.82
1938     32     76590.56    12333.79    16027.01    12686.89     9602.57    25940.30
1938     33     64849.85     9135.41    12351.76    10537.73     8226.61    24598.34
1938     34     58966.99     7267.32     9998.33     9087.53     7395.57    25218.25
1938     35     51450.52     5720.55     7803.41     7481.91     6568.36    23876.29
1938     36     44499.61     3983.59     5643.43     5899.31     5548.11    23425.19
1938     37     39914.51     3167.64     4434.97     4861.80     4763.39    22686.71
1938     38     40335.51     2578.01     3624.46     4221.79     4338.90    25572.35
1938     39     26675.85     1533.31     2194.16     2787.62     2692.01    17468.75
1938     40     22692.40     1096.17     1628.22     1937.36     2122.74    15907.93
1938     41     14553.71      607.34      929.48     1199.60     1344.33    10472.96
1938     42     13306.63      502.38      644.71      882.42     1072.94    10204.18
1938     43      8687.99      310.16      356.90      488.36      597.74     6934.84
1938     44      5191.82      135.17      148.65      218.43      366.17     4323.40
1938     45      3178.56       83.01      106.56      118.93      178.43     2691.63
1938     46      1523.21       37.89       30.71       48.17       85.06     1321.38
1938     47       772.36       17.43       12.30       26.68       34.89      681.07
1938     48       476.33       10.36        9.32       18.64       19.68      418.32
1938     49       199.75        6.14        7.17        4.09       10.25      172.10
1938     50        80.41        2.07        5.16        5.17        8.24       59.77
1938     51        32.99        4.13        4.12        1.03        4.13       19.58
1938     52        41.24        3.09        3.09        3.10        4.13       27.83
1938     53        12.37        0.00        1.03        0.00        1.04       10.30
1938     54         8.25        0.00        0.00        0.00        0.00        8.25
1938     55+        1.00        0.00        0.00        0.00        0.00        1.00
1939     12-        1.44        1.35        0.10        0.00        0.00        0.00
1939     13       180.39      178.05        2.35        0.00        0.00        0.00
1939     14      3176.42     3147.67       28.76        0.00        0.00        0.00
1939     15     11078.25    10843.84      234.39        0.00        0.00        0.00
1939     16     29310.90    27844.33     1466.33        0.16        0.05        0.04
1939     17     56771.44    50161.64     6588.47       16.80        3.25        1.28
1939     18     86171.43    66234.23    18755.69     1015.40      136.65       29.45
1939     19    112665.05    72421.95    30410.18     8480.50     1144.90      207.52
1939     20    132802.76    80347.07    37871.85    11690.58     2344.78      548.47
1939     21    140810.06    74135.34    43300.80    17277.36     4707.14     1389.42
1939     22    142019.14    65907.25    44530.37    21020.70     7635.82     2924.99
1939     23    142457.16    59687.39    44197.17    22932.06    10433.72     5206.82
1939     24    147137.55    56848.26    44946.66    24646.90    12690.76     8004.97
1939     25    144743.66    51755.01    43048.31    24836.79    13976.18    11127.35
1939     26    131499.64    43268.69    37339.93    22383.34    14052.05    14455.62
1939     27    120024.83    36230.59    32713.78    20121.14    13530.74    17428.57
1939     28    111456.24    30450.12    29392.86    18663.94    12979.36    19969.95
1939     29    105869.63    25641.76    27065.50    18090.20    12744.61    22327.55
1939     30     95738.58    20825.61    23622.68    16478.38    11676.76    23135.15
1939     31     82769.94    16483.74    19559.86    14045.28    10014.84    22666.21
1939     32     73628.48    13198.17    16366.62    12317.11     8952.18    22794.40
1939     33     67135.14    10532.90    13621.13    10948.55     8282.61    23749.94
1939     34     62009.65     8237.61    11057.13     9631.37     7740.41    25343.12
1939     35     54852.36     6181.17     8572.85     8030.16     6772.28    25295.91
1939     36     46597.58     4572.30     6449.73     6416.05     5615.41    23544.10
1939     37     39339.06     3347.65     4686.98     4970.83     4603.08    21730.53
1939     38     32704.73     2399.03     3273.45     3703.95     3674.90    19653.39
1939     39     26531.88     1670.25     2194.94     2643.66     2822.53    17200.50
1939     40     21126.93     1191.16     1489.95     1894.86     2174.46    14376.50
1939     41     15959.89      791.40      955.18     1275.22     1539.23    11398.86
1939     42     11129.69      458.36      543.85      758.09      937.48     8431.92
1939     43      7275.96      243.19      286.13      413.48      515.14     5818.02
1939     44      4511.59      122.64      143.90      213.98      265.87     3765.19
1939     45      2729.45       63.81       73.73      111.78      136.56     2343.58
1939     46      1614.25       37.74       41.49       62.55       76.35     1396.12
1939     47       880.03       23.34       24.03       35.13       44.16      753.37
1939     48       451.36       14.85       14.13       19.66       25.85      376.87
1939     49       222.15        9.58        8.33       10.91       14.99      178.34
1939     50       113.39        7.79        5.05        6.82        9.04       84.69
1939     51        54.11        4.86        2.89        3.74        4.66       37.96
1939     52        21.38        2.75        1.45        1.78        1.91       13.48
1939     53         7.77        1.44        0.66        0.77        0.69        4.22
1939     54         2.64        0.70        0.27        0.30        0.22        1.18
1939     55+        4.01        0.00        1.01        0.00        0.00        3.01
1940     12-        1.43        1.23        0.21        0.00        0.00        0.00
1940     13       175.53      166.46        9.07        0.00        0.00        0.00
1940     14      3085.96     2960.51      125.44        0.00        0.00        0.00
1940     15     10867.77    10142.57      725.21        0.00        0.00        0.00
1940     16     29036.96    25955.96     3080.72        0.18        0.06        0.05
1940     17     57086.76    47585.02     9474.80       20.61        4.37        1.96
1940     18     87970.32    65838.32    20507.77     1360.67      209.39       54.17
1940     19    116331.11    73231.57    29803.54    11165.17     1746.32      384.51
1940     20    138819.19    81816.99    38937.48    13962.19     3214.73      887.80
1940     21    147837.76    76342.85    44455.86    19191.65     5875.84     1971.57
1940     22    149164.17    68468.25    46246.58    22052.97     8740.11     3656.28
1940     23    149518.18    62521.53    46507.82    23381.83    11207.68     5899.30
1940     24    154437.16    59916.83    47372.49    25241.72    13251.46     8654.66
1940     25    152163.85    54869.45    45378.77    25747.44    14388.36    11779.84
1940     26    138280.45    46139.14    39782.27    23309.61    14186.10    14863.34
1940     27    126510.72    38875.00    35299.67    21143.76    13572.89    17619.38
1940     28    117857.35    32856.55    32099.05    19775.28    13073.11    20053.34
1940     29    112227.06    27779.42    29825.23    19235.36    12960.70    22426.36
1940     30    101629.37    22514.30    26215.53    17561.43    11995.58    23342.53
1940     31     87900.27    17768.89    21823.50    15015.16    10364.08    22928.65
1940     32     77679.58    14174.22    18186.10    13102.25     9235.62    22981.38
1940     33     69999.34    11297.78    15006.52    11538.75     8443.21    23713.09
1940     34     63742.94     8867.52    12086.72    10060.43     7765.65    24962.61
1940     35     55503.94     6708.35     9279.94     8326.52     6690.20    24498.93
1940     36     46556.20     4973.47     6942.17     6617.56     5490.49    22532.50
1940     37     39322.57     3649.93     5118.52     5157.23     4516.18    20880.72
1940     38     32993.07     2617.86     3665.61     3888.69     3646.93    19173.97
1940     39     27109.31     1819.92     2523.61     2811.76     2838.43    17115.59
1940     40     21830.72     1269.74     1759.23     1993.45     2171.83    14636.47
1940     41     16491.38      837.00     1117.95     1336.25     1528.35    11671.82
1940     42     11271.00      492.38      600.28      807.52      934.18     8436.63
1940     43      7147.46      269.38      292.50      452.31      517.60     5615.68
1940     44      4285.01      141.50      135.89      240.42      269.20     3497.99
1940     45      2570.01       79.96       68.64      134.60      145.70     2141.12
1940     46      1489.66       46.59       38.66       70.63       76.87     1256.91
1940     47       775.62       24.86       21.66       30.63       35.19      663.29
1940     48       376.83       12.69       12.28       12.14       15.01      324.71
1940     49       176.64        6.38        7.18        4.68        6.32      152.08
1940     50        96.56        4.84        5.50        2.68        3.46       80.09
1940     51        49.36        3.64        4.06        1.81        2.15       37.70
1940     52        20.70        2.54        2.64        1.16        1.21       13.16
1940     53         7.73        1.42        1.36        0.61        0.56        3.78
1940     54         1.98        0.44        0.40        0.19        0.16        0.78
1940     55+        0.00        0.00        0.00        0.00        0.00        0.00
1941     12-        1.48        1.40        0.08        0.00        0.00        0.00
1941     13       184.01      182.46        1.55        0.00        0.00        0.00
1941     14      3252.81     3234.30       18.51        0.00        0.00        0.00
1941     15     11437.78    11263.31      174.47        0.00        0.00        0.00
1941     16     30298.11    29009.58     1288.21        0.20        0.06        0.05
1941     17     59405.82    52538.43     6837.77       22.74        4.94        1.95
1941     18     92219.96    68973.01    21557.70     1413.65      225.54       50.05
1941     19    123812.07    75710.99    34747.27    11196.05     1810.63      347.14
1941     20    150143.42    90339.32    41707.67    14003.63     3262.70      830.11
1941     21    161392.04    86879.65    47055.62    19550.61     5968.11     1938.04
1941     22    163524.79    79868.13    48133.10    22844.93     8913.72     3764.91
1941     23    163412.15    73397.31    47970.65    24398.43    11423.54     6222.23
1941     24    167370.33    69270.98    49465.01    26190.63    13416.96     9026.75
1941     25    164150.34    62514.89    48308.68    26661.47    14597.06    12068.22
1941     26    148464.87    52299.90    42542.58    24168.92    14420.75    15032.72
1941     27    135302.85    43911.47    37927.62    21998.09    13843.25    17622.43
1941     28    125832.92    37090.63    34685.43    20709.86    13393.64    19953.35
1941     29    119699.59    31367.61    32377.72    20291.21    13319.57    22343.47
1941     30    107694.87    25229.69    28382.59    18551.04    12302.37    23229.20
1941     31     92629.17    19803.51    23606.47    15887.04    10625.72    22706.44
1941     32     81401.59    15758.09    19674.24    13861.07     9461.67    22646.53
1941     33     72911.72    12562.68    16252.63    12189.47     8645.44    23261.50
1941     34     66024.84     9893.71    13129.83    10617.45     7962.74    24421.11
1941     35     57483.75     7532.22    10214.15     8821.43     6914.26    24001.69
1941     36     48081.75     5592.00     7679.22     7017.94     5702.59    22090.00
1941     37     40406.97     4118.15     5618.91     5471.85     4701.57    20496.49
1941     38     33698.40     2964.59     3964.26     4124.94     3799.16    18845.44
1941     39     27485.34     2062.09     2680.31     2975.06     2953.71    16814.17
1941     40     21791.02     1434.46     1805.84     2082.57     2255.90    14212.25
1941     41     16310.26      932.19     1145.83     1383.76     1586.67    11261.81
1941     42     11103.95      527.35      637.84      829.33      961.83     8147.59
1941     43      7018.50      273.68      327.25      459.46      526.90     5431.22
1941     44      4193.37      135.92      161.23      241.27      271.96     3382.99
1941     45      2544.52       74.37       86.17      135.52      146.87     2101.61
1941     46      1442.54       42.60       48.52       68.90       79.92     1202.60
1941     47       706.64       22.60       26.17       28.12       40.34      589.41
1941     48       318.27       11.57       13.94       10.41       19.64      262.70
1941     49       137.96        5.81        7.47        3.69        9.49      111.51
1941     50        72.62        4.70        5.50        2.15        5.58       54.70
1941     51        37.92        3.55        3.93        1.46        3.34       25.64
1941     52        17.00        2.47        2.50        0.96        1.69        9.39
1941     53         6.84        1.39        1.29        0.51        0.72        2.92
1941     54         1.83        0.44        0.39        0.16        0.19        0.64
1941     55+        0.00        0.00        0.00        0.00        0.00        0.00
1942     12-        1.57        1.49        0.07        0.00        0.00        0.00
1942     13       191.29      189.87        1.42        0.00        0.00        0.00
1942     14      3378.74     3362.07       16.66        0.00        0.00        0.00
1942     15     12075.66    11915.67      160.00        0.00        0.00        0.00
1942     16     31999.35    30793.44     1205.59        0.20        0.06        0.05
1942     17     62858.96    56247.36     6582.13       22.85        4.74        1.88
1942     18     98808.85    75585.47    21555.74     1405.15      213.83       48.66
1942     19    136107.77    86450.87    36299.17    11268.36     1745.80      343.57
1942     20    169285.99   106081.72    44697.29    14420.19     3252.60      834.17
1942     21    185522.42   105056.50    51842.12    20514.90     6125.82     1983.08
1942     22    190344.52    98496.45    54204.42    24362.34     9372.90     3908.40
1942     23    190645.30    91035.37    54710.64    26259.62    12153.62     6486.04
1942     24    193318.46    85131.11    56535.29    28180.85    14179.23     9291.99
1942     25    187723.55    76167.70    55347.25    28722.51    15281.97    12204.13
1942     26    168431.01    63425.64    48896.17    26115.18    15017.14    14976.90
1942     27    152478.23    53077.39    43743.88    23877.44    14391.46    17388.07
1942     28    141175.96    44755.60    40165.54    22619.67    13973.51    19661.64
1942     29    134118.45    37856.47    37673.41    22344.10    14025.93    22218.55
1942     30    119922.77    30161.81    32972.87    20472.65    13000.38    23315.07
1942     31    102468.85    23477.06    27345.61    17545.59    11226.62    22873.97
1942     32     89488.42    18657.16    22688.16    15321.32    10000.45    22821.33
1942     33     79633.37    14948.57    18655.12    13501.55     9153.92    23374.20
1942     34     71592.15    11883.85    15019.46    11806.18     8458.78    24423.89
1942     35     62170.86     9218.76    11689.95     9910.25     7412.71    23939.19
1942     36     51799.42     6889.25     8778.79     7934.51     6151.42    22045.46
1942     37     43167.46     5006.21     6422.88     6179.52     5058.00    20500.84
1942     38     35575.42     3504.87     4526.08     4622.42     4041.50    18880.55
1942     39     28632.62     2353.01     3050.56     3294.38     3088.39    16846.28
1942     40     22439.09     1590.62     2060.39     2315.61     2281.67    14190.81
