United States, Live births by calendar year, age and birth order (Lexis squares, age in completed years (ACY))
Last modified: 07/04/2021
Year    Age        Total          B1          B2          B3          B4         B5p
2002     46      1287.00      345.41      317.21      213.49      127.90      282.98
2002     47       636.00      168.32      169.34      114.90       54.42      129.01
2002     48       357.00       95.54       98.55       63.35       35.20       64.36
2002     49       210.00       70.34       58.28       31.14       25.12       25.12
2002     50       106.00       28.00       29.00       19.00       11.00       19.00
2002     51        68.00       16.00       22.00        7.00        5.00       18.00
2002     52        37.00        9.00        6.00        8.00        6.00        8.00
2002     53        35.00        7.43        6.36        5.31        5.30       10.61
2002     54        17.00        3.00        4.00        6.00        4.00        0.00
2002     55+        0.00        0.00        0.00        0.00        0.00        0.00
2003     12-        4.21        3.80        0.34        0.03        0.01        0.01
2003     13       401.20      391.35        9.19        0.38        0.12        0.17
2003     14      6255.58     6135.45      114.84        3.60        0.88        0.83
2003     15     18238.00    17573.96      628.93       28.09        5.02        2.00
2003     16     41344.00    38261.20     2903.28      165.48       12.04        2.01
2003     17     74802.00    64844.38     9124.39      771.06       56.15        6.02
2003     18    117750.00    93866.04    20680.71     2886.34      269.78       47.14
2003     19    162446.00   116516.79    37405.64     7402.73      982.48      138.35
2003     20    189327.00   115798.39    55728.60    14628.10     2686.55      485.37
2003     21    201521.00   103380.88    68240.00    22964.62     5651.90     1283.61
2003     22    212090.00    95149.95    75789.98    30393.42     8409.74     2346.90
2003     23    215348.00    87132.82    77503.54    35797.40    11221.79     3692.46
2003     24    214019.00    81551.92    75661.08    38734.28    12900.05     5171.66
2003     25    216448.00    80829.32    74204.27    40642.78    14544.65     6226.97
2003     26    218718.00    80453.47    74110.10    40821.26    15757.64     7575.53
2003     27    215313.00    78751.92    71844.54    40346.18    16020.94     8349.42
2003     28    219312.00    79479.41    73332.98    40892.98    16279.17     9327.45
2003     29    216575.00    75889.42    74043.72    40477.03    16275.27     9889.55
2003     30    212876.00    70851.04    73939.50    40687.43    16827.08    10570.95
2003     31    211093.00    66130.61    75579.27    41198.61    17118.12    11066.40
2003     32    207446.00    60979.49    75773.86    41971.35    17240.20    11481.10
2003     33    184268.00    50130.30    67302.97    39316.55    16368.53    11149.65
2003     34    159863.00    41036.46    56599.49    35959.43    15339.41    10928.22
2003     35    133779.00    32969.57    45697.64    31052.85    13684.92    10374.01
2003     36    112791.00    26732.12    37601.02    26422.98    12135.54     9899.33
2003     37     90599.00    20643.51    29276.67    21284.82    10209.85     9184.14
2003     38     73213.00    16589.15    22932.86    16801.85     8648.23     8240.90
2003     39     57260.00    12818.37    17931.46    12655.73     6789.68     7064.76
2003     40     40950.00     9214.93    12170.41     8981.94     4928.82     5653.89
2003     41     27307.00     6100.36     7896.12     5636.35     3404.71     4269.45
2003     42     17243.00     3725.83     4795.80     3513.04     2186.11     3022.22
2003     43     10058.00     2096.25     2636.16     1928.36     1241.67     2155.57
2003     44      5447.00     1170.16     1406.19      986.35      670.95     1213.34
2003     45      2836.00      649.21      732.62      495.44      316.56      642.17
2003     46      1441.00      353.98      339.95      245.68      173.48      327.91
2003     47       685.00      200.76      187.64      108.95       50.44      137.20
2003     48       360.00      123.35       92.26       49.13       31.08       64.18
2003     49       200.00       70.35       54.27       29.14       13.06       33.16
2003     50       143.00       37.00       31.00       21.00       17.00       37.00
2003     51        92.00       29.32       30.33        9.09       10.11       13.14
2003     52        33.00        9.58        5.33        5.32        4.26        8.51
2003     53        29.00        9.00        2.00        8.00        4.00        6.00
2003     54        26.00       10.00        5.00        4.00        3.00        4.00
2003     55+        0.00        0.00        0.00        0.00        0.00        0.00
2004     12-      188.00      186.00        1.00        1.00        0.00        0.00
2004     13      1075.00     1063.96       11.04        0.00        0.00        0.00
2004     14      5518.00     5416.50       97.48        4.02        0.00        0.00
2004     15     18274.00    17575.63      671.23       20.10        6.03        1.01
2004     16     41860.00    38770.32     2903.68      167.90       15.09        3.02
2004     17     73846.00    64147.84     8831.23      796.53       62.35        8.05
2004     18    117237.00    93610.88    20619.70     2706.88      270.39       29.15
2004     19    164045.00   117743.00    37796.41     7388.26      972.64      144.69
2004     20    185284.00   114372.70    53805.48    14075.14     2593.55      437.11
2004     21    199364.00   103559.83    66676.99    22533.71     5354.94     1238.53
2004     22    212375.00    95555.64    75432.70    30632.80     8375.94     2377.92
2004     23    215694.00    87513.94    77772.43    35570.93    11280.92     3555.79
2004     24    221737.00    84869.26    78384.26    39758.40    13436.87     5288.21
2004     25    219898.00    81300.46    75569.45    41510.69    14963.08     6554.32
2004     26    221145.00    80738.15    74600.93    41834.58    16328.43     7642.91
2004     27    223528.00    81228.87    74333.93    42170.96    16910.97     8883.28
2004     28    219120.00    78014.58    72816.68    41642.39    17208.79     9437.57
2004     29    220794.00    76214.46    74752.87    41878.73    17430.56    10517.40
2004     30    211510.00    69543.96    73211.41    40952.51    16964.46    10837.65
2004     31    202984.00    62277.46    71909.98    40709.49    17033.42    11053.65
2004     32    196030.00    56286.41    70535.32    40848.08    16769.39    11590.80
2004     33    187669.00    50463.41    67781.11    40484.64    16937.99    12001.85
2004     34    167470.00    42547.03    59628.33    38008.77    15868.88    11417.00
2004     35    140980.00    34838.64    48595.68    32462.75    14424.09    10658.84
2004     36    113926.00    26869.02    37830.28    26789.62    12345.11    10091.96
2004     37     91711.00    20679.73    29683.86    21684.43    10329.31     9333.66
2004     38     72036.00    15912.98    22827.87    16573.21     8632.30     8089.64
2004     39     56953.00    12659.91    17464.34    12911.40     6833.44     7083.92
2004     40     41764.00     9275.53    12510.19     9089.45     5069.25     5819.58
2004     41     27921.00     6170.48     7935.34     5896.95     3529.72     4388.52
2004     42     17768.00     3867.99     4843.80     3638.40     2188.27     3229.54
2004     43     10418.00     2256.29     2626.64     2119.42     1324.39     2091.25
2004     44      5808.00     1290.22     1419.24     1140.03      686.43     1272.08
2004     45      2966.00      723.15      668.83      537.08      383.20      653.75
2004     46      1456.00      368.29      351.14      238.13      156.40      342.05
2004     47       750.00      203.35      198.32      132.89       61.41      154.02
2004     48       381.00      122.29      109.15       47.50       32.33       69.73
2004     49       195.00       66.71       53.37       34.89       13.34       26.69
2004     50       176.58       50.97       45.99       31.61       18.68       29.33
2004     51       115.05       32.31       30.27       20.66       13.99       17.82
2004     52        54.41       16.45       15.24        9.90        6.30        6.52
2004     53        22.06        7.27        6.55        4.02        2.27        1.95
2004     54         5.90        2.05        1.81        1.07        0.55        0.43
2004     55+        0.00        0.00        0.00        0.00        0.00        0.00
2005     12-      170.00      167.99        2.02        0.00        0.00        0.00
2005     13      1094.00     1082.94       10.06        1.00        0.00        0.00
2005     14      5458.00     5363.73       89.26        4.01        1.01        0.00
2005     15     18249.00    17565.41      644.43       34.13        4.01        1.00
2005     16     41064.00    38115.00     2772.22      161.71       11.05        4.02
2005     17     73878.00    64434.87     8608.11      761.75       61.22       12.05
2005     18    116476.00    93395.72    20082.52     2694.47      265.12       38.16
2005     19    164926.00   119334.92    37348.90     7165.72      935.88      140.58
2005     20    188119.00   117342.56    53819.57    14009.90     2522.25      424.73
2005     21    197451.00   104111.86    65504.77    21632.78     5084.16     1117.43
2005     22    213060.00    97444.14    75261.84    29876.25     8204.92     2272.84
2005     23    218107.00    89553.63    78225.39    35981.69    10779.04     3567.24
2005     24    223651.00    86271.31    78801.59    40236.12    13295.91     5046.08
2005     25    229401.00    85155.27    78963.67    42966.75    15589.49     6725.83
2005     26    227524.00    83133.08    76527.13    42906.00    16842.70     8115.10
2005     27    227126.00    81510.66    75570.82    43473.82    17336.74     9233.95
2005     28    227015.00    79472.51    75631.85    43747.07    18101.13    10062.43
2005     29    220530.00    74840.09    74770.80    42436.77    17788.04    10694.31
2005     30    214203.00    68791.04    74315.53    42312.25    17694.04    11090.15
2005     31    201963.00    60847.34    71511.16    40735.58    17490.23    11378.69
2005     32    188536.00    52738.23    67857.22    39378.45    17020.78    11541.32
2005     33    177576.00    46302.60    64126.90    38955.50    16658.05    11532.95
2005     34    168413.00    42104.25    60371.97    37870.62    16306.62    11759.54
2005     35    145441.00    35436.83    50268.73    33577.45    14830.90    11327.09
2005     36    118432.00    27725.63    39754.30    28033.08    12684.76    10234.22
2005     37     91932.00    20432.12    30116.80    21430.55    10688.13     9264.39
2005     38     72099.00    15580.09    23030.91    16564.09     8701.17     8222.74
2005     39     55252.00    11999.37    16934.26    12482.00     6853.33     6983.04
2005     40     41037.00     9081.44    12102.55     9014.04     5030.15     5808.82
2005     41     28655.00     6303.62     8215.02     6084.31     3533.09     4518.96
2005     42     18139.00     3873.22     4972.67     3678.25     2358.70     3256.16
2005     43     10860.00     2338.28     2846.61     2202.40     1360.90     2111.80
2005     44      5976.00     1327.88     1473.07     1122.20      769.31     1283.53
2005     45      3084.00      651.55      785.90      568.71      359.62      718.22
2005     46      1551.00      396.06      401.11      268.07      176.37      309.39
2005     47       829.00      226.37      221.33      126.76       82.50      172.04
2005     48       406.00      113.12      118.17       72.71       34.34       67.67
2005     49       249.00       78.63       62.50       38.31       21.17       48.39
2005     50       203.87       57.90       49.27       32.95       25.40       38.33
2005     51       126.62       36.26       31.55       21.32       17.53       19.95
2005     52        57.83       17.95       15.57       10.11        7.37        6.81
2005     53        22.65        7.63        6.54        4.03        2.49        1.97
2005     54         6.04        2.13        1.81        1.08        0.59        0.43
2005     55+        0.00        0.00        0.00        0.00        0.00        0.00
2006     12-      147.00      147.00        0.00        0.00        0.00        0.00
2006     13      1062.00     1050.93       11.06        0.00        0.00        0.00
2006     14      5187.00     5092.30       89.65        5.03        0.00        0.00
2006     15     18403.00    17753.93      629.98       15.07        2.00        2.01
2006     16     43108.00    39993.32     2934.78      165.84       13.06        1.01
2006     17     77432.00    67387.69     9195.40      776.58       64.30        8.04
2006     18    123494.00    99134.56    21340.50     2758.73      233.08       27.12
2006     19    172999.00   125879.67    38781.76     7252.30      941.58      143.70
2006     20    197316.00   124020.10    56073.87    14273.79     2499.92      448.32
2006     21    207670.00   110615.68    68113.41    22425.06     5300.73     1215.13
2006     22    217846.00   101065.29    76576.19    30008.09     8047.74     2148.68
2006     23    225553.00    94684.16    79954.73    36226.90    11087.04     3600.17
2006     24    232052.00    90869.07    80912.44    41318.11    13748.91     5203.46
2006     25    237946.00    89447.55    81374.82    44288.92    15992.63     6842.07
2006     26    241309.00    87845.51    80694.70    46216.39    18140.93     8411.48
2006     27    237866.00    85064.39    78899.89    45585.80    18582.01     9733.91
2006     28    234543.00    81652.86    77932.00    45467.71    19079.85    10410.58
2006     29    230235.00    77147.15    77521.15    45083.44    19062.08    11421.16
2006     30    217398.00    69376.97    74559.10    42984.62    18529.16    11948.16
2006     31    208515.00    62173.97    73282.17    42380.78    18747.05    11931.04
2006     32    190044.00    52882.43    68001.90    39753.60    17317.32    12088.73
2006     33    173908.00    44716.38    62160.30    37973.21    17048.56    12009.55
2006     34    160393.00    39584.20    56636.52    36206.13    16028.23    11937.93
2006     35    149269.00    35691.90    51431.90    34681.93    15530.77    11932.50
2006     36    123858.00    28867.12    41363.22    29192.47    13535.59    10899.58
2006     37     96258.00    21620.89    31563.38    22390.73    11039.39     9643.61
2006     38     73302.00    15911.14    23200.77    16961.15     8771.52     8457.42
2006     39     55929.00    12018.57    16954.43    12868.06     7036.42     7051.51
2006     40     41180.00     8870.81    12253.23     8923.16     5153.17     5979.64
2006     41     28566.00     6168.79     8158.54     6068.03     3684.34     4486.29
2006     42     18520.00     3969.80     5160.73     3800.52     2299.26     3289.69
2006     43     11082.00     2359.74     2911.11     2307.32     1387.01     2116.80
2006     44      6191.00     1355.48     1593.67     1224.27      773.12     1244.45
2006     45      3292.00      775.36      818.71      578.75      376.08      743.10
2006     46      1599.00      393.73      370.62      279.22      185.81      369.61
2006     47       859.00      216.28      219.32      129.97       93.42      200.03
2006     48       450.00      135.20      133.18       78.70       39.35       63.56
2006     49       280.00       91.98       77.83       41.45       27.29       41.45
2006     50       240.37       61.42       66.39       41.07       26.29       45.21
2006     51       152.27       37.43       43.20       27.98       16.78       26.88
2006     52        68.60       18.57       20.64       13.07        7.11        9.22
2006     53        26.06        7.91        8.20        4.98        2.45        2.52
2006     54         6.70        2.18        2.15        1.26        0.59        0.51
2006     55+        0.00        0.00        0.00        0.00        0.00        0.00
2007     12-      150.00      148.96        1.04        0.00        0.00        0.00
2007     13       925.00      912.88       11.11        1.01        0.00        0.00
2007     14      5120.00     5032.75       86.26        1.00        0.00        0.00
2007     15     18449.00    17790.18      632.75       22.06        3.01        1.01
2007     16     43267.00    40174.50     2928.95      150.51       10.03        3.01
2007     17     78850.00    68745.76     9332.16      713.84       50.20        8.04
2007     18    127034.00   101991.39    21935.01     2829.38      248.08       30.13
2007     19    177299.00   129619.36    39365.73     7184.89      994.41      134.60
2007     20    198274.00   124992.63    56140.39    14139.33     2554.62      447.03
2007     21    209615.00   111894.02    69101.52    22406.75     5042.92     1169.78
2007     22    218601.00   102626.66    76037.75    29855.76     7956.18     2124.67
2007     23    223573.00    95013.12    78847.18    35474.05    10706.62     3532.03
2007     24    232291.00    91808.10    81102.90    40613.24    13765.84     5000.92
2007     25    239750.00    91383.18    81097.57    44095.51    16208.87     6964.88
2007     26    244322.00    89440.57    81510.99    46679.32    18185.89     8505.23
2007     27    246806.00    88684.51    81092.19    47767.19    19240.50    10021.61
2007     28    240831.00    84434.89    79007.18    46819.93    19502.53    11066.47
2007     29    236699.00    79905.14    79021.62    46215.05    19763.95    11793.24
2007     30    227033.00    72497.62    77359.13    44780.57    19949.49    12446.20
2007     31    209792.00    62170.61    73174.47    42708.81    19121.07    12617.05
2007     32    194219.00    53815.40    68831.62    40766.78    18186.68    12618.53
2007     33    173435.00    44664.66    61633.15    37953.45    16837.82    12345.93
2007     34    157452.00    38264.94    55233.96    35686.48    16092.78    12173.84
2007     35    141483.00    33728.78    48085.49    32597.28    15163.63    11907.82
2007     36    124783.00    28761.44    41737.71    29110.17    13929.99    11243.68
2007     37    100401.00    22284.18    33128.00    23346.43    11625.43    10016.96
2007     38     76070.00    16465.42    24088.21    17526.38     9176.51     8813.47
2007     39     57177.00    12233.09    17673.47    12922.82     7062.54     7285.07
2007     40     41098.00     8834.08    12218.27     9019.13     5145.17     5881.34
2007     41     27958.00     6040.29     7868.28     6013.13     3517.13     4519.16
2007     42     18565.00     3974.97     5143.91     3872.28     2311.69     3262.14
2007     43     11250.00     2270.95     3011.15     2295.11     1453.20     2219.59
2007     44      6308.00     1374.68     1651.83     1184.20      771.99     1325.29
2007     45      3380.00      774.64      809.95      654.61      421.62      719.17
2007     46      1746.00      447.07      413.84      301.07      190.31      393.70
2007     47       924.00      270.00      221.00      148.00      100.00      185.00
2007     48       516.00      166.29      167.30       73.57       54.42       54.42
2007     49       273.00       85.25       67.99       48.71       26.39       44.65
2007     50       248.17       69.71       56.84       42.63       27.54       51.43
2007     51       158.69       45.30       37.19       27.38       18.06       30.78
2007     52        72.39       22.71       18.60       12.81        7.76       10.52
2007     53        27.67        9.48        7.72        4.95        2.68        2.83
2007     54         7.08        2.55        2.07        1.26        0.63        0.56
2007     55+        0.00        0.00        0.00        0.00        0.00        0.00
2008     12-      137.00      133.96        2.03        1.01        0.00        0.00
2008     13       885.00      876.92        8.07        0.00        0.00        0.00
2008     14      4742.00     4665.44       71.53        5.04        0.00        0.00
2008     15     17093.00    16524.91      538.93       26.14        3.01        0.00
2008     16     41540.00    38712.16     2683.08      131.69       10.05        3.02
2008     17     77031.00    67383.15     8833.23      743.22       52.30       19.10
2008     18    125010.00   101315.62    20705.43     2683.22      270.53       35.20
2008     19    174084.00   127337.07    38687.01     7058.97      882.24      118.71
2008     20    195184.00   123182.23    55310.91    13901.68     2377.65      411.53
2008     21    201146.00   107833.78    65807.00    21325.40     5062.62     1117.19
2008     22    214165.00   101237.44    74126.22    28792.60     7893.69     2115.05
2008     23    218662.00    93822.23    76638.44    34284.08    10556.15     3361.11
2008     24    223027.00    89260.51    77693.75    38181.18    12964.55     4926.99
2008     25    232874.00    89883.77    78595.22    42128.80    15590.66     6675.54
2008     26    238911.00    88963.64    79318.37    44658.40    17583.04     8387.54
2008     27    243187.00    88333.13    79816.66    46089.90    19093.61     9853.69
2008     28    244937.00    86755.17    80212.25    46662.62    19962.77    11344.20
2008     29    235865.00    80015.26    78214.59    45710.93    19860.71    12063.50
2008     30    225522.00    72360.85    76211.79    44606.30    19634.06    12709.01
2008     31    213189.00    64015.67    73339.88    43309.39    19504.77    13019.28
2008     32    190981.00    53069.90    66868.15    39632.88    18426.85    12983.22
2008     33    173528.00    44924.75    60636.98    38087.56    17233.85    12644.87
2008     34    153496.00    37636.03    53142.98    34718.35    15898.32    12100.32
2008     35    135142.00    31963.56    45509.36    31380.73    14635.95    11652.39
2008     36    117293.00    26983.01    38806.58    27338.56    13178.27    10986.59
2008     37     99412.00    22259.03    32221.80    23257.52    11554.70    10118.93
2008     38     78382.00    17151.29    24837.85    18006.13     9485.87     8900.86
2008     39     58646.00    12539.39    18256.40    13321.59     7225.05     7303.57
2008     40     41575.00     9063.52    12417.41     8996.05     5316.86     5781.16
2008     41     28302.00     6216.69     7894.01     6074.64     3590.39     4526.26
2008     42     18195.00     4033.15     5004.88     3617.83     2304.36     3234.78
2008     43     11461.00     2480.43     3000.93     2330.13     1422.29     2227.24
2008     44      6440.00     1491.28     1669.11     1162.92      787.07     1329.63
2008     45      3444.00      824.33      815.24      678.68      423.80      701.95
2008     46      1805.00      487.78      438.40      308.39      197.53      372.89
2008     47       961.00      285.46      237.72      168.63       90.41      178.79
2008     48       582.00      173.08      158.91       89.07       58.71      102.23
2008     49       317.00      112.71       82.52       50.31       27.17       44.28
2008     50       266.58       81.66       62.04       43.54       30.90       48.44
2008     51       165.85       49.86       38.62       27.82       20.80       28.76
2008     52        73.36       23.62       18.51       12.75        8.64        9.84
2008     53        28.02        9.73        7.67        4.96        2.92        2.74
2008     54         7.19        2.61        2.06        1.28        0.68        0.56
2008     55+        0.00        0.00        0.00        0.00        0.00        0.00
2009     12-      117.00      111.82        4.14        1.04        0.00        0.00
2009     13       765.00      756.92        8.07        0.00        0.00        0.00
2009     14      4147.00     4086.63       58.36        1.00        1.01        0.00
2009     15     15641.00    15120.74      500.14       20.12        0.00        0.00
2009     16     37802.00    35284.81     2401.53      102.58        9.05        4.02
2009     17     70804.00    62303.21     7783.50      652.90       54.33       10.06
2009     18    117444.00    95408.85    19282.76     2479.76      242.44       30.18
2009     19    168111.00   124442.10    36149.98     6543.44      868.77      106.71
2009     20    188142.00   119628.32    52830.48    12995.65     2295.84      391.71
2009     21    193812.00   104918.23    62996.25    20206.29     4734.64      956.60
2009     22    202417.00    96023.38    70165.24    26655.54     7495.77     2077.06
2009     23    207533.00    89660.88    72646.57    32059.63     9952.70     3213.21
2009     24    214078.00    86948.75    73899.04    36218.00    12383.59     4628.63
2009     25    219818.00    85953.92    74080.27    39199.85    14402.12     6181.82
2009     26    231109.00    87339.02    76831.37    42595.20    16480.54     7862.88
2009     27    237307.00    87568.73    77608.52    44140.13    18101.88     9887.75
2009     28    240196.00    86449.99    78269.47    44989.82    19223.41    11263.31
2009     29    238357.00    81733.07    79301.42    45149.82    19926.97    12245.72
2009     30    225598.00    73770.27    75802.68    43609.18    19641.89    12773.97
2009     31    211757.00    64580.08    72555.90    42220.83    19253.02    13147.17
2009     32    193825.00    53980.55    68014.30    40400.63    18468.49    12961.04
2009     33    170548.00    43901.73    59663.07    36896.56    17202.43    12884.21
2009     34    153518.00    37674.67    52905.58    34367.19    16346.16    12224.39
2009     35    131906.00    31403.27    44128.09    30169.85    14390.18    11814.61
2009     36    111959.00    25727.02    36595.19    25875.93    12796.09    10964.77
2009     37     93027.00    20483.72    30067.63    21484.49    10976.33    10014.82
2009     38     77591.00    17067.99    24459.38    17737.74     9305.96     9019.93
2009     39     59620.00    13015.44    18350.73    13396.16     7321.56     7536.10
2009     40     42437.00     9534.80    12589.11     9174.04     5262.18     5876.87
2009     41     28181.00     6208.26     7943.19     5902.99     3613.93     4512.62
2009     42     17941.00     3895.88     4906.37     3683.30     2221.47     3233.97
2009     43     10805.00     2386.87     2964.16     2044.74     1295.87     2113.37
2009     44      6463.00     1485.72     1631.88     1215.59      786.20     1343.60
2009     45      3512.00      874.22      900.43      628.19      416.44      692.72
2009     46      1918.00      481.01      497.11      332.08      219.37      388.43
2009     47      1028.00      303.36      271.11      163.27       86.67      203.59
2009     48       523.00      153.65      128.20       87.51       61.05       92.59
2009     49       339.00      109.97      106.95       41.36       32.29       48.43
2009     50       283.35       85.04       69.51       41.33       29.41       58.07
2009     51       173.40       52.62       40.03       27.96       17.99       34.82
2009     52        76.45       25.19       18.77       13.21        7.57       11.70
2009     53        28.49       10.15        7.57        5.08        2.62        3.09
2009     54         7.32        2.72        2.04        1.31        0.63        0.62
2009     55+        0.00        0.00        0.00        0.00        0.00        0.00
2010     12-      130.00      124.84        3.10        2.07        0.00        0.00
2010     13       692.00      679.90       10.09        2.02        0.00        0.00
2010     14      3675.00     3608.42       61.54        3.03        2.01        0.00
2010     15     13475.00    13067.98      388.88       13.10        3.03        2.02
2010     16     33362.00    31349.03     1932.37       69.52        8.06        3.02
2010     17     62336.00    55241.88     6504.79      541.99       33.25       14.10
2010     18    104052.00    85322.44    16488.42     2006.23      203.65       31.26
2010     19    154453.00   115418.05    32335.15     5831.21      742.64      125.95
2010     20    177336.00   115117.71    48372.97    11495.44     1998.20      351.68
2010     21    182206.00   100405.83    58225.42    18375.89     4282.84      916.02
2010     22    192380.00    91901.60    66564.13    25364.68     6704.88     1844.72
2010     23    195131.00    84628.74    68406.54    29919.24     9218.01     2958.47
2010     24    204635.00    83815.51    70157.86    34630.66    11577.46     4453.49
2010     25    213631.00    84502.87    72069.75    37393.00    13780.66     5884.70
2010     26    220076.00    84725.86    72645.17    39579.61    15687.07     7438.29
2010     27    228946.00    85326.67    75027.95    42151.37    17173.27     9266.73
2010     28    235545.00    85820.72    77042.98    43391.25    18453.82    10836.23
2010     29    235515.00    82606.87    77937.77    43889.71    19005.65    12075.01
2010     30    228978.00    75836.06    76974.66    43698.61    19655.16    12813.51
2010     31    213312.00    66051.65    73270.83    41664.28    19159.21    13166.04
2010     32    193917.00    54791.71    67443.30    40049.97    18374.31    13257.70
2010     33    174657.00    45981.56    61210.38    37386.14    17244.22    12834.71
2010     34    151306.00    37142.61    52384.61    33584.17    15766.75    12427.87
2010     35    133063.00    31792.06    45159.31    30065.24    14401.94    11644.46
2010     36    109285.00    25079.07    35658.11    25254.42    12313.31    10980.10
2010     37     88966.00    19650.51    28283.95    20313.69    10701.60    10016.25
2010     38     73594.00    16198.19    23156.27    16659.23     8871.88     8708.44
2010     39     59962.00    13216.06    18675.58    13215.04     7199.68     7655.65
2010     40     43086.00     9792.83    12705.15     9288.61     5166.16     6133.25
2010     41     28731.00     6532.52     8200.93     5919.59     3523.33     4554.62
2010     42     18115.00     4065.60     5004.52     3597.16     2116.09     3331.63
2010     43     11041.00     2363.55     2897.87     2183.75     1455.50     2140.32
2010     44      6072.00     1398.43     1498.53     1145.64      763.42     1265.97
2010     45      3445.00      871.33      854.19      607.11      417.51      694.85
2010     46      1832.00      501.20      462.80      314.25      189.97      363.77
2010     47       974.00      275.70      282.74      150.93       91.57      173.07
2010     48       574.00      176.54      150.31      104.91       53.47       88.78
2010     49       329.00       94.58       99.60       52.32       21.13       61.37
2010     50       283.44       82.10       60.28       50.74       30.76       59.56
2010     51       174.69       52.96       34.06       32.80       22.53       32.34
2010     52        76.84       25.62       16.24       14.74        9.54       10.71
2010     53        28.74       10.41        6.81        5.47        3.15        2.91
2010     54         7.29        2.76        1.86        1.36        0.72        0.59
2010     55+        0.00        0.00        0.00        0.00        0.00        0.00
2011     12-      100.00       97.98        1.01        1.01        0.00        0.00
2011     13       611.00      590.80       16.16        4.04        0.00        0.00
2011     14      3263.00     3210.70       47.27        3.02        2.01        0.00
2011     15     11739.00    11404.96      315.94       17.10        1.01        0.00
2011     16     29072.00    27428.49     1565.01       71.45        4.03        3.02
2011     17     54727.00    48828.99     5421.87      436.89       27.18       12.08
2011     18     92625.00    76559.56    14175.57     1708.64      157.07       24.16
2011     19    141609.00   106685.48    29212.00     5049.05      577.90       84.57
2011     20    168001.00   110149.29    45101.48    10617.97     1812.11      320.14
2011     21    179024.00    99880.37    57071.62    17351.28     3875.86      844.86
2011     22    187912.00    91048.88    64670.76    24004.28     6434.65     1753.44
2011     23    192141.00    84064.96    67313.21    29210.56     8730.93     2821.34
2011     24    198122.00    81328.71    68405.04    33043.15    11100.30     4244.79
2011     25    210525.00    83716.17    70940.64    36731.56    13381.74     5754.88
2011     26    218995.00    85438.14    72305.99    38662.18    15253.54     7335.16
2011     27    225321.00    85536.69    73965.79    40657.77    16610.71     8550.05
2011     28    234921.00    87040.35    76954.03    42690.56    17938.18    10297.88
2011     29    237821.00    84610.96    78327.45    43950.38    18977.42    11954.79
2011     30    231116.00    77352.77    77788.70    43669.87    19408.16    12896.49
2011     31    221038.00    68986.85    76087.02    43168.17    19465.01    13330.95
2011     32    199022.00    57558.09    69139.81    40452.94    18465.09    13406.08
2011     33    178153.00    46971.65    62568.76    37762.86    17623.81    13225.91
2011     34    157353.00    39082.73    54183.39    34895.54    16115.71    13075.62
2011     35    133721.00    31719.58    45065.38    30026.79    14605.31    12303.94
2011     36    112332.00    26021.36    36782.73    25647.56    12696.83    11183.53
2011     37     89663.00    19801.22    28972.98    20216.57    10724.23     9947.99
2011     38     71075.00    15377.29    22324.64    16228.96     8606.33     8537.79
2011     39     57058.00    12373.67    17296.94    12714.39     7123.80     7549.20
2011     40     43703.00     9915.18    12926.23     9447.45     5323.51     6090.64
2011     41     29813.00     6569.51     8460.06     6348.58     3748.82     4686.03
2011     42     18454.00     4191.89     5018.97     3701.70     2364.24     3177.20
2011     43     10904.00     2414.35     2819.44     2148.67     1406.18     2115.34
2011     44      6046.00     1364.64     1500.91     1163.78      732.79     1283.89
2011     45      3335.00      815.58      836.78      610.68      374.48      697.49
2011     46      1796.00      489.73      466.46      303.55      165.94      370.33
2011     47       939.00      299.05      231.68      154.12       95.94      158.20
2011     48       600.00      188.14      167.79       85.43       54.91      103.73
2011     49       355.00      127.23       91.31       54.37       27.70       54.37
2011     50       296.37       87.67       73.86       47.24       29.67       57.92
2011     51       176.11       50.56       45.07       29.04       18.99       32.45
2011     52        76.78       23.66       21.11       13.13        8.00       10.89
2011     53        28.46        9.52        8.33        4.95        2.72        2.94
2011     54         7.27        2.56        2.20        1.27        0.65        0.60
2011     55+        0.00        0.00        0.00        0.00        0.00        0.00
2012     12-       78.00       78.00        0.00        0.00        0.00        0.00
2012     13       574.00      565.96        6.03        2.01        0.00        0.00
2012     14      3020.00     2951.66       54.27        6.03        7.03        1.00
2012     15     10908.00    10621.61      268.30       14.07        3.02        1.00
2012     16     26278.00    24838.00     1367.60       66.37        5.03        1.01
2012     17     49237.00    44110.37     4690.19      394.21       33.18        9.05
2012     18     85310.00    70883.42    12737.85     1521.86      142.74       24.12
2012     19    133655.00   101887.08    26698.24     4418.38      564.86       86.44
2012     20    161023.00   106864.99    42569.82     9642.41     1677.29      268.48
2012     21    175345.00    99187.76    55045.53    16624.48     3708.85      778.38
2012     22    188718.00    92424.03    64563.30    23752.51     6251.82     1726.34
2012     23    192051.00    84031.10    67794.00    28699.90     8795.01     2730.98
2012     24    199674.00    81561.25    69755.10    32991.47    11106.40     4259.78
2012     25    207026.00    81645.28    70065.52    36491.91    13113.30     5709.99
2012     26    218069.00    84236.35    72124.19    39387.61    15207.53     7113.33
2012     27    228245.00    86570.14    75194.68    41266.23    16459.27     8754.69
2012     28    232543.00    86189.40    76175.76    42122.18    17862.10    10193.56
2012     29    238017.00    85145.43    78251.26    43793.41    19256.89    11570.00
